Species,Metabolite,kegg_id,genus,E1_shap_stable,E2_spearman,E3_kegg,E4_glasso,E5_mofa,E6_mediation,E7_within_stage,Evidence_score,Confidence,pathway,rho,abs_rho
Limivicinus faecipullorum,C00334_GABA,C00334,Limivicinus,False,True,False,False,False,False,False,1,Low-Medium (1),Other,0.268309074794115,0.268309074794115
Veillonella atypica,C00300_Creatine,C00300,Veillonella,False,True,False,False,False,False,False,1,Low-Medium (1),Other,0.2683010522365932,0.2683010522365932
Faecousia sp003525905,C05145_3-Aminoisobutyrate,C05145,Faecousia,False,True,False,False,False,False,False,1,Low-Medium (1),Other,-0.2679609609356529,0.2679609609356529
Prevotella sp900552515,C06103_6-Hydroxyhexanoate,C06103,Prevotella,False,True,False,False,False,False,False,1,Low-Medium (1),Other,-0.2679104896756078,0.2679104896756078
Avispirillum faecium,C01586_Hippurate,C01586,Avispirillum,False,True,False,False,False,False,False,1,Low-Medium (1),Other,-0.267748954100166,0.267748954100166
RUG11247 sp902767315,C01046_N-Methylglutamate,C01046,RUG11247,False,True,False,False,False,False,False,1,Low-Medium (1),Other,-0.2677060251968729,0.2677060251968729
Acetatifactor intestinalis,C01042_N-Acetylaspartate,C01042,Acetatifactor,False,True,False,False,False,False,False,1,Low-Medium (1),Other,0.2674689915957215,0.2674689915957215
CAG-127 sp900319515,C00296_Quinate,C00296,CAG-127,False,True,False,False,False,False,False,1,Low-Medium (1),Other,-0.2674128916531266,0.2674128916531266
Avispirillum faecium,C01672_Cadaverine,C01672,Avispirillum,False,True,False,False,False,False,False,1,Low-Medium (1),Polyamine,0.2671497791622165,0.2671497791622165
Alistipes putredinis,C00300_Creatine,C00300,Alistipes,False,True,False,False,False,False,False,1,Low-Medium (1),Other,-0.2670749614907995,0.2670749614907995
Clostridium_A leptum,C00300_Creatine,C00300,Clostridium,False,True,False,False,False,False,False,1,Low-Medium (1),Other,-0.2667349072759905,0.2667349072759905
Acutalibacter sp910580045,C00803_Valerate,C00803,Acutalibacter,False,True,False,False,False,False,False,1,Low-Medium (1),Other,-0.2664962566030935,0.2664962566030935
Acetatifactor sp003447295,C08262_Isovalerate,C08262,Acetatifactor,False,True,False,False,False,False,False,1,Low-Medium (1),Other,0.2659381733230934,0.2659381733230934
Clostridium_A leptum,C00576_Betaine aldehyde,C00576,Clostridium,False,True,False,False,False,False,False,1,Low-Medium (1),Other,0.2658796285138033,0.2658796285138033
Alistipes shahii,C00482_Sinapate,C00482,Alistipes,False,True,False,False,False,False,False,1,Low-Medium (1),Other,0.2657388430344427,0.2657388430344427
Faecalibacterium prausnitzii_D,C00079_Phe,C00079,Faecalibacterium,False,True,False,False,False,False,False,1,Low-Medium (1),Other,-0.2656236806385666,0.2656236806385666
UBA1206 sp000433115,C01672_Cadaverine,C01672,UBA1206,False,True,False,False,False,False,False,1,Low-Medium (1),Polyamine,0.2653053296964197,0.2653053296964197
Eubacterium_G ventriosum,C00630_Isobutyryl CoA,C00630,Eubacterium,False,True,False,False,False,False,False,1,Low-Medium (1),Other,0.2651164577412278,0.2651164577412278
RUG11247 sp902767315,C01672_Cadaverine,C01672,RUG11247,False,True,False,False,False,False,False,1,Low-Medium (1),Polyamine,0.2649894009495532,0.2649894009495532
Prevotella stercorea,C01672_Cadaverine,C01672,Prevotella,False,True,False,False,False,False,False,1,Low-Medium (1),Polyamine,0.2649265024081317,0.2649265024081317
UBA1685 sp900546845,C17714_Heptanoate,C17714,UBA1685,False,True,False,False,False,False,False,1,Low-Medium (1),Other,-0.2648590795261373,0.2648590795261373
Alangreenwoodia gallinarii,C00954_Indole-3-acetate,C00954,Alangreenwoodia,False,True,False,False,False,False,False,1,Low-Medium (1),Other,-0.2648244825728665,0.2648244825728665
Scatomorpha intestinavium,C00489_Glutarate,C00489,Scatomorpha,False,True,False,False,False,False,False,1,Low-Medium (1),Other,-0.2647942241336229,0.2647942241336229
UMGS902 sp003343845,C00334_GABA,C00334,UMGS902,False,True,False,False,False,False,False,1,Low-Medium (1),Other,0.2647195500715435,0.2647195500715435
Lachnospira sp003451515,2-Hydroxypentanoate,2-Hydroxypentanoate,Lachnospira,False,True,False,False,False,False,False,1,Low-Medium (1),Other,-0.2645703410363539,0.2645703410363539
Faecalibacterium sp900539945,C05984_2-Hydroxybutyrate,C05984,Faecalibacterium,False,True,False,False,False,False,False,1,Low-Medium (1),Other,-0.2645573908436771,0.2645573908436771
CAG-103 sp900543625,C00364_dTMP,C00364,CAG-103,False,True,False,False,False,False,False,1,Low-Medium (1),Other,0.264318575538721,0.264318575538721
Veillonella atypica,C05122_Taurocholate,C05122,Veillonella,False,True,False,False,False,False,False,1,Low-Medium (1),Bile Acid,0.2641852810681078,0.2641852810681078
Faecalibacterium prausnitzii_D,C00483_Tyramine,C00483,Faecalibacterium,False,True,False,False,False,False,False,1,Low-Medium (1),Other,-0.2640880556793052,0.2640880556793052
CAG-170 sp000432135,3-Indoxyl sulfate,3-Indoxyl sulfate,CAG-170,False,True,False,False,False,False,False,1,Low-Medium (1),Other,0.2634047449977243,0.2634047449977243
UBA5905 sp900763035,C00803_Valerate,C00803,UBA5905,False,True,False,False,False,False,False,1,Low-Medium (1),Other,-0.2633147102897309,0.2633147102897309
Alistipes onderdonkii,C00423_trans-Cinnamate,C00423,Alistipes,False,True,False,False,False,False,False,1,Low-Medium (1),Other,0.2627698421700052,0.2627698421700052
Acetatifactor intestinalis,C08262_Isovalerate,C08262,Acetatifactor,False,True,False,False,False,False,False,1,Low-Medium (1),Other,0.2626128798971106,0.2626128798971106
CAG-177 sp003538135,C05145_3-Aminoisobutyrate,C05145,CAG-177,False,True,False,False,False,False,False,1,Low-Medium (1),Other,-0.2623813668498992,0.2623813668498992
Veillonella atypica,C00408_Pipecolate,C00408,Veillonella,False,True,False,False,False,False,False,1,Low-Medium (1),Other,-0.2619639780682797,0.2619639780682797
Faecousia sp003525905,C01042_N-Acetylaspartate,C01042,Faecousia,False,True,False,False,False,False,False,1,Low-Medium (1),Other,0.2619313354766704,0.2619313354766704
Clostridium_A leptum,C01921_Glycocholate,C01921,Clostridium,False,True,False,False,False,False,False,1,Low-Medium (1),Other,-0.2618963798578215,0.2618963798578215
Fusobacterium sp000235465,C00079_Phe,C00079,Fusobacterium,False,True,False,False,False,False,False,1,Low-Medium (1),Other,-0.2612115924013972,0.2612115924013972
CAG-103 sp900543625,C01585_Hexanoate,C01585,CAG-103,False,True,False,False,False,False,False,1,Low-Medium (1),Other,0.2610473469522594,0.2610473469522594
ER4 sp900552015,C01921_Glycocholate,C01921,ER4,False,True,False,False,False,False,False,1,Low-Medium (1),Other,-0.2610407852809787,0.2610407852809787
Alistipes shahii,3-Indoxyl sulfate,3-Indoxyl sulfate,Alistipes,False,True,False,False,False,False,False,1,Low-Medium (1),Other,0.2610104109801708,0.2610104109801708
Barnesiella intestinihominis,C01042_N-Acetylaspartate,C01042,Barnesiella,False,True,False,False,False,False,False,1,Low-Medium (1),Other,0.2607704410192665,0.2607704410192665
Avispirillum faecium,C00847_4-Pyridoxate,C00847,Avispirillum,False,True,False,False,False,False,False,1,Low-Medium (1),Other,-0.2605318895185969,0.2605318895185969
Lachnospira sp003537285,C00079_Phe,C00079,Lachnospira,False,True,False,False,False,False,False,1,Low-Medium (1),Other,-0.2604593948299126,0.2604593948299126
Lachnospira eligens,C00079_Phe,C00079,Lachnospira,False,True,False,False,False,False,False,1,Low-Medium (1),Other,-0.2604410135223238,0.2604410135223238
Faecousia sp000434635,C00576_Betaine aldehyde,C00576,Faecousia,False,True,False,False,False,False,False,1,Low-Medium (1),Other,0.2602466031831166,0.2602466031831166
UBA5905 sp900763035,C00300_Creatine,C00300,UBA5905,False,True,False,False,False,False,False,1,Low-Medium (1),Other,0.2601521010231,0.2601521010231
Alistipes shahii,C07151_Metformin,C07151,Alistipes,False,True,False,False,False,False,False,1,Low-Medium (1),Other,0.2598084479560182,0.2598084479560182
Alistipes onderdonkii,C00482_Sinapate,C00482,Alistipes,False,True,False,False,False,False,False,1,Low-Medium (1),Other,0.2598000498693703,0.2598000498693703
Veillonella parvula_A,C01042_N-Acetylaspartate,C01042,Veillonella,False,True,False,False,False,False,False,1,Low-Medium (1),Other,-0.2594418171301149,0.2594418171301149
W1P20-047 sp004555335,C06104_Adipate,C06104,W1P20-047,False,True,False,False,False,False,False,1,Low-Medium (1),Other,-0.2590531525983055,0.2590531525983055
Eubacterium_F sp003491505,C00483_Tyramine,C00483,Eubacterium,False,True,False,False,False,False,False,1,Low-Medium (1),Other,-0.2588393292314391,0.2588393292314391
Acetatifactor sp003447295,C01672_Cadaverine,C01672,Acetatifactor,False,True,False,False,False,False,False,1,Low-Medium (1),Polyamine,-0.2588280723657778,0.2588280723657778
Faecousia sp000434635,C00785_Urocanate,C00785,Faecousia,False,True,False,False,False,False,False,1,Low-Medium (1),Other,0.2587888650445913,0.2587888650445913
Lachnospira sp003451515,C00630_Isobutyryl CoA,C00630,Lachnospira,False,True,False,False,False,False,False,1,Low-Medium (1),Other,0.2587239102323996,0.2587239102323996
Faecalibacterium sp900539945,C00079_Phe,C00079,Faecalibacterium,False,True,False,False,False,False,False,1,Low-Medium (1),Other,-0.2586853114396642,0.2586853114396642
Scatavimonas merdipullorum,C00334_GABA,C00334,Scatavimonas,False,True,False,False,False,False,False,1,Low-Medium (1),Other,0.2585109762255019,0.2585109762255019
Klebsiella variicola,"C00986_1,3-Diaminopropane",C00986,Klebsiella,False,True,False,False,False,False,False,1,Low-Medium (1),Other,0.2583150040192928,0.2583150040192928
Acetatifactor sp003447295,C00954_Indole-3-acetate,C00954,Acetatifactor,False,True,False,False,False,False,False,1,Low-Medium (1),Other,0.2580872889848403,0.2580872889848403
UMGS687 sp900545735,C00642_p-Hydroxyphenylacetate,C00642,UMGS687,False,True,False,False,False,False,False,1,Low-Medium (1),Other,0.2579835971843362,0.2579835971843362
Lachnospira eligens,C17714_Heptanoate,C17714,Lachnospira,False,True,False,False,False,False,False,1,Low-Medium (1),Other,0.2578998287887981,0.2578998287887981
Neisseria flavescens_C,C00719_Betaine,C00719,Neisseria,False,True,False,False,False,False,False,1,Low-Medium (1),Other,-0.2576688499744552,0.2576688499744552
Gemmiger qucibialis,2-Hydroxypentanoate,2-Hydroxypentanoate,Gemmiger,False,True,False,False,False,False,False,1,Low-Medium (1),Other,-0.2576193197155547,0.2576193197155547
Alistipes shahii,C00334_GABA,C00334,Alistipes,False,True,False,False,False,False,False,1,Low-Medium (1),Other,-0.2572633449729134,0.2572633449729134
Acetatifactor intestinalis,C00847_4-Pyridoxate,C00847,Acetatifactor,False,True,False,False,False,False,False,1,Low-Medium (1),Other,0.2570256515714675,0.2570256515714675
UBA3855 sp017460955,C01672_Cadaverine,C01672,UBA3855,False,True,False,False,False,False,False,1,Low-Medium (1),Polyamine,0.2568493531825627,0.2568493531825627
Faecalibacterium prausnitzii_D,C01672_Cadaverine,C01672,Faecalibacterium,False,True,False,False,False,False,False,1,Low-Medium (1),Polyamine,-0.2562865692012129,0.2562865692012129
Escherichia marmotae,C00152_Asn,C00152,Escherichia,False,True,False,False,False,False,False,1,Low-Medium (1),Other,-0.2562200805603951,0.2562200805603951
S5-A14a sp000758905,C05135_4-(beta-Acetylaminoethyl)imidazole,C05135,S5-A14a,False,True,False,False,False,False,False,1,Low-Medium (1),Other,0.2561301144301595,0.2561301144301595
Acetatifactor intestinalis,C00300_Creatine,C00300,Acetatifactor,False,True,False,False,False,False,False,1,Low-Medium (1),Other,-0.2561040485479096,0.2561040485479096
Escherichia sp004211955,C00152_Asn,C00152,Escherichia,False,True,False,False,False,False,False,1,Low-Medium (1),Other,-0.2560919858139383,0.2560919858139383
UBA11540 sp003445125,C01672_Cadaverine,C01672,UBA11540,False,True,False,False,False,False,False,1,Low-Medium (1),Polyamine,0.2558589165611364,0.2558589165611364
UBA5884 sp002431975,C00576_Betaine aldehyde,C00576,UBA5884,False,True,False,False,False,False,False,1,Low-Medium (1),Other,-0.255814110452352,0.255814110452352
Escherichia coli,C00079_Phe,C00079,Escherichia,False,True,False,False,False,False,False,1,Low-Medium (1),Other,0.2555797320809536,0.2555797320809536
Roseburia inulinivorans,C00630_Isobutyryl CoA,C00630,Roseburia,False,True,False,False,False,False,False,1,Low-Medium (1),Other,0.2555043007715903,0.2555043007715903
Ruminiclostridium_E siraeum,C01585_Hexanoate,C01585,Ruminiclostridium,False,True,False,False,False,False,False,1,Low-Medium (1),Other,0.2553837493421169,0.2553837493421169
Fusobacterium sp000235465,C00719_Betaine,C00719,Fusobacterium,False,True,False,False,False,False,False,1,Low-Medium (1),Other,-0.2552468244482647,0.2552468244482647
Veillonella atypica,C00214_Thymidine,C00214,Veillonella,False,True,False,False,False,False,False,1,Low-Medium (1),Other,-0.2550417395846145,0.2550417395846145
Scatomorpha stercorigallinarum,C00334_GABA,C00334,Scatomorpha,False,True,False,False,False,False,False,1,Low-Medium (1),Other,0.2550386323388088,0.2550386323388088
Agathobacter sp900546625,C00630_Isobutyryl CoA,C00630,Agathobacter,False,True,False,False,False,False,False,1,Low-Medium (1),Other,0.2549561629789092,0.2549561629789092
Lachnospira eligens_A,C00630_Isobutyryl CoA,C00630,Lachnospira,False,True,False,False,False,False,False,1,Low-Medium (1),Other,0.2548137074666379,0.2548137074666379
Alistipes avistercoris,3-Indoxyl sulfate,3-Indoxyl sulfate,Alistipes,False,True,False,False,False,False,False,1,Low-Medium (1),Other,0.2546231268421786,0.2546231268421786
CAG-488 sp000434055,C01672_Cadaverine,C01672,CAG-488,False,True,False,False,False,False,False,1,Low-Medium (1),Polyamine,0.2546055410599315,0.2546055410599315
Faecousia sp000434635,C00954_Indole-3-acetate,C00954,Faecousia,False,True,False,False,False,False,False,1,Low-Medium (1),Other,0.2544572606459694,0.2544572606459694
SIG291 sp015057605,C01672_Cadaverine,C01672,SIG291,False,True,False,False,False,False,False,1,Low-Medium (1),Polyamine,0.2542315963068223,0.2542315963068223
ER4 sp900552015,C00483_Tyramine,C00483,ER4,False,True,False,False,False,False,False,1,Low-Medium (1),Other,-0.2541474991218719,0.2541474991218719
Lachnospira eligens_A,C05145_3-Aminoisobutyrate,C05145,Lachnospira,False,True,False,False,False,False,False,1,Low-Medium (1),Other,-0.2541236997187648,0.2541236997187648
Lachnospira sp003537285,C00630_Isobutyryl CoA,C00630,Lachnospira,False,True,False,False,False,False,False,1,Low-Medium (1),Other,0.2540826177358181,0.2540826177358181
Alistipes putredinis,2-Hydroxypentanoate,2-Hydroxypentanoate,Alistipes,False,True,False,False,False,False,False,1,Low-Medium (1),Other,-0.2540613802013798,0.2540613802013798
UMGS693 sp900544555,C05135_4-(beta-Acetylaminoethyl)imidazole,C05135,UMGS693,False,True,False,False,False,False,False,1,Low-Medium (1),Other,0.2540030517289836,0.2540030517289836
Alangreenwoodia gallinarii,C05145_3-Aminoisobutyrate,C05145,Alangreenwoodia,False,True,False,False,False,False,False,1,Low-Medium (1),Other,0.2537679923385617,0.2537679923385617
Alectryocaccomicrobium excrementavium,C00489_Glutarate,C00489,Alectryocaccomicrobium,False,True,False,False,False,False,False,1,Low-Medium (1),Other,-0.2536683632996515,0.2536683632996515
CAG-127 sp900319515,C00079_Phe,C00079,CAG-127,False,True,False,False,False,False,False,1,Low-Medium (1),Other,-0.2536155170403337,0.2536155170403337
ER4 sp000765235,C00847_4-Pyridoxate,C00847,ER4,False,True,False,False,False,False,False,1,Low-Medium (1),Other,0.2535255886010636,0.2535255886010636
Scatavimonas merdipullorum,C00489_Glutarate,C00489,Scatavimonas,False,True,False,False,False,False,False,1,Low-Medium (1),Other,-0.2533995366761656,0.2533995366761656
Lachnospira eligens,2-Hydroxypentanoate,2-Hydroxypentanoate,Lachnospira,False,True,False,False,False,False,False,1,Low-Medium (1),Other,-0.2533389070945097,0.2533389070945097
Faecivivens stercoravium,C00152_Asn,C00152,Faecivivens,False,True,False,False,False,False,False,1,Low-Medium (1),Other,-0.2531360415750749,0.2531360415750749
Escherichia coli,C00300_Creatine,C00300,Escherichia,False,True,False,False,False,False,False,1,Low-Medium (1),Other,0.2530633779632956,0.2530633779632956
Lachnospira sp000436475,C00079_Phe,C00079,Lachnospira,False,True,False,False,False,False,False,1,Low-Medium (1),Other,-0.2529112831933386,0.2529112831933386
UBA5905 sp900763035,C00785_Urocanate,C00785,UBA5905,False,True,False,False,False,False,False,1,Low-Medium (1),Other,-0.2528819929511319,0.2528819929511319
CAG-488 sp016292785,C01672_Cadaverine,C01672,CAG-488,False,True,False,False,False,False,False,1,Low-Medium (1),Polyamine,0.2526523833844175,0.2526523833844175
Escherichia coli,C05635_5-Hydroxyindoleacetate,C05635,Escherichia,False,True,False,False,False,False,False,1,Low-Medium (1),Other,-0.2526512708343429,0.2526512708343429
Faecivivens stercoravium,C00489_Glutarate,C00489,Faecivivens,False,True,False,False,False,False,False,1,Low-Medium (1),Other,-0.2526257985098504,0.2526257985098504
CAG-170 sp000432135,C00576_Betaine aldehyde,C00576,CAG-170,False,True,False,False,False,False,False,1,Low-Medium (1),Other,0.2525504137539754,0.2525504137539754
Lachnospira sp003537285,C05145_3-Aminoisobutyrate,C05145,Lachnospira,False,True,False,False,False,False,False,1,Low-Medium (1),Other,-0.2524755553495314,0.2524755553495314
Acetatifactor sp003447295,2-Hydroxypentanoate,2-Hydroxypentanoate,Acetatifactor,False,True,False,False,False,False,False,1,Low-Medium (1),Other,-0.2524620593921545,0.2524620593921545
Avimicrobium caecorum,C00408_Pipecolate,C00408,Avimicrobium,False,True,False,False,False,False,False,1,Low-Medium (1),Other,0.2524372841541746,0.2524372841541746
UBA11540 sp003445125,C00954_Indole-3-acetate,C00954,UBA11540,False,True,False,False,False,False,False,1,Low-Medium (1),Other,-0.2522372824795557,0.2522372824795557
UBA11540 sp003445125,C00483_Tyramine,C00483,UBA11540,False,True,False,False,False,False,False,1,Low-Medium (1),Other,0.2519828123236467,0.2519828123236467
Faecivivens stercoripullorum,C00334_GABA,C00334,Faecivivens,False,True,False,False,False,False,False,1,Low-Medium (1),Other,0.2519634970207921,0.2519634970207921
Agathobacter rectalis,C00630_Isobutyryl CoA,C00630,Agathobacter,False,True,False,False,False,False,False,1,Low-Medium (1),Other,0.2516509653272594,0.2516509653272594
Lachnospira sp000436535,C00079_Phe,C00079,Lachnospira,False,True,False,False,False,False,False,1,Low-Medium (1),Other,-0.2515076980341766,0.2515076980341766
Escherichia ruysiae,C00152_Asn,C00152,Escherichia,False,True,False,False,False,False,False,1,Low-Medium (1),Other,-0.2514864627045044,0.2514864627045044
Anaerostipes caccae,C00483_Tyramine,C00483,Anaerostipes,False,True,False,False,False,False,False,1,Low-Medium (1),Other,0.2511711624773173,0.2511711624773173
Scatavimonas merdipullorum,C00408_Pipecolate,C00408,Scatavimonas,False,True,False,False,False,False,False,1,Low-Medium (1),Other,-0.2511337900230572,0.2511337900230572
Neisseria subflava_A,C00300_Creatine,C00300,Neisseria,False,True,False,False,False,False,False,1,Low-Medium (1),Other,-0.2510697239665923,0.2510697239665923
Faecousia sp003525905,C01585_Hexanoate,C01585,Faecousia,False,True,False,False,False,False,False,1,Low-Medium (1),Other,0.2510558124072434,0.2510558124072434
Scatomorpha stercorigallinarum,C00408_Pipecolate,C00408,Scatomorpha,False,True,False,False,False,False,False,1,Low-Medium (1),Other,-0.2508524696525758,0.2508524696525758
ER4 sp000765235,C00630_Isobutyryl CoA,C00630,ER4,False,True,False,False,False,False,False,1,Low-Medium (1),Other,0.2505151985464592,0.2505151985464592
Faecalibacterium sp900539945,C10172_Proline betaine,C10172,Faecalibacterium,False,True,False,False,False,False,False,1,Low-Medium (1),Other,0.2503316718092973,0.2503316718092973
CAG-103 sp000432375,C00242_Guanine,C00242,CAG-103,False,True,False,False,False,False,False,1,Low-Medium (1),Other,0.2503223014047916,0.2503223014047916
Lachnospira eligens,C05145_3-Aminoisobutyrate,C05145,Lachnospira,False,True,False,False,False,False,False,1,Low-Medium (1),Other,-0.2499611909894279,0.2499611909894279
Acetatifactor sp003447295,C01042_N-Acetylaspartate,C01042,Acetatifactor,False,True,False,False,False,False,False,1,Low-Medium (1),Other,0.2499248951260239,0.2499248951260239
Lachnospira eligens,C01921_Glycocholate,C01921,Lachnospira,False,True,False,False,False,False,False,1,Low-Medium (1),Other,-0.2497142812428252,0.2497142812428252
Neisseria subflava_A,C00719_Betaine,C00719,Neisseria,False,True,False,False,False,False,False,1,Low-Medium (1),Other,-0.2493122444117801,0.2493122444117801
Alistipes putredinis,"C04259_N-alpha,N-alpha-Dimethylhistidine",C04259,Alistipes,False,True,False,False,False,False,False,1,Low-Medium (1),Other,0.2491876121425252,0.2491876121425252
Barnesiella intestinihominis,C08262_Isovalerate,C08262,Barnesiella,False,True,False,False,False,False,False,1,Low-Medium (1),Other,0.2491390942266036,0.2491390942266036
Agathobacter sp900317585,C00630_Isobutyryl CoA,C00630,Agathobacter,False,True,False,False,False,False,False,1,Low-Medium (1),Other,0.2488068812339798,0.2488068812339798
Paraclostridium tenue,C00489_Glutarate,C00489,Paraclostridium,False,True,False,False,False,False,False,1,Low-Medium (1),Other,0.2487961679569004,0.2487961679569004
Erysipelatoclostridium ramosum,C05145_3-Aminoisobutyrate,C05145,Erysipelatoclostridium,False,True,False,False,False,False,False,1,Low-Medium (1),Other,0.2486673179592987,0.2486673179592987
Egerieicola pullicola,C01672_Cadaverine,C01672,Egerieicola,False,True,False,False,False,False,False,1,Low-Medium (1),Polyamine,0.2486158192272949,0.2486158192272949
CAG-1427 sp900554685,3-Indoxyl sulfate,3-Indoxyl sulfate,CAG-1427,False,True,False,False,False,False,False,1,Low-Medium (1),Other,-0.2481868732385841,0.2481868732385841
Alistipes shahii,C00785_Urocanate,C00785,Alistipes,False,True,False,False,False,False,False,1,Low-Medium (1),Other,0.2478743704394982,0.2478743704394982
UBA1685 sp900546845,C00408_Pipecolate,C00408,UBA1685,False,True,False,False,False,False,False,1,Low-Medium (1),Other,-0.2478405179167536,0.2478405179167536
Ruminiclostridium_E sp900539195,C00785_Urocanate,C00785,Ruminiclostridium,False,True,False,False,False,False,False,1,Low-Medium (1),Other,0.2474762995610534,0.2474762995610534
UMGS693 sp900544555,C05582_Homovanillate,C05582,UMGS693,False,True,False,False,False,False,False,1,Low-Medium (1),Other,-0.2473473115093649,0.2473473115093649
Ruminococcus_E bromii_B,2-Hydroxypentanoate,2-Hydroxypentanoate,Ruminococcus,False,True,False,False,False,False,False,1,Low-Medium (1),Other,-0.2468880594630821,0.2468880594630821
Agathobacter faecis,C02735_Phenylethanolamine,C02735,Agathobacter,False,True,False,False,False,False,False,1,Low-Medium (1),Other,-0.2468825580960565,0.2468825580960565
UMGS902 sp900761025,C10172_Proline betaine,C10172,UMGS902,False,True,False,False,False,False,False,1,Low-Medium (1),Other,-0.2467392695906373,0.2467392695906373
Acetatifactor intestinalis,C00954_Indole-3-acetate,C00954,Acetatifactor,False,True,False,False,False,False,False,1,Low-Medium (1),Other,0.2466059852534903,0.2466059852534903
Clostridium_A leptum,2-Hydroxypentanoate,2-Hydroxypentanoate,Clostridium,False,True,False,False,False,False,False,1,Low-Medium (1),Other,-0.2465093749902503,0.2465093749902503
ER4 sp000765235,C00489_Glutarate,C00489,ER4,False,True,False,False,False,False,False,1,Low-Medium (1),Other,0.2461696514272223,0.2461696514272223
Anaerostipes caccae,C01042_N-Acetylaspartate,C01042,Anaerostipes,False,True,False,False,False,False,False,1,Low-Medium (1),Other,-0.2460633844927247,0.2460633844927247
Prevotella sp003447235,C01672_Cadaverine,C01672,Prevotella,False,True,False,False,False,False,False,1,Low-Medium (1),Polyamine,0.2458085051034346,0.2458085051034346
Avimicrobium caecorum,C05122_Taurocholate,C05122,Avimicrobium,False,True,False,False,False,False,False,1,Low-Medium (1),Bile Acid,-0.2457690420129604,0.2457690420129604
Alistipes shahii,C00311_Isocitrate,C00311,Alistipes,False,True,False,False,False,False,False,1,Low-Medium (1),Other,0.2454533411370363,0.2454533411370363
Lachnospira sp000436535,C00630_Isobutyryl CoA,C00630,Lachnospira,False,True,False,False,False,False,False,1,Low-Medium (1),Other,0.2451590436102742,0.2451590436102742
Alistipes putredinis,C00408_Pipecolate,C00408,Alistipes,False,True,False,False,False,False,False,1,Low-Medium (1),Other,0.2450228624858122,0.2450228624858122
Gemmiger qucibialis,C01921_Glycocholate,C01921,Gemmiger,False,True,False,False,False,False,False,1,Low-Medium (1),Other,-0.2448176609203706,0.2448176609203706
Lachnospira sp003451515,C01921_Glycocholate,C01921,Lachnospira,False,True,False,False,False,False,False,1,Low-Medium (1),Other,-0.2447932481848783,0.2447932481848783
Acetatifactor intestinalis,2-Hydroxypentanoate,2-Hydroxypentanoate,Acetatifactor,False,True,False,False,False,False,False,1,Low-Medium (1),Other,-0.2446775588600108,0.2446775588600108
UMGS1322 sp905214315,C16741_5-Hydroxylysine,C16741,UMGS1322,False,True,False,False,False,False,False,1,Low-Medium (1),Other,0.2446306033461392,0.2446306033461392
CAG-170 sp000432135,C00334_GABA,C00334,CAG-170,False,True,False,False,False,False,False,1,Low-Medium (1),Other,-0.2446250471739026,0.2446250471739026
Clostridium_A leptum,C00079_Phe,C00079,Clostridium,False,True,False,False,False,False,False,1,Low-Medium (1),Other,-0.2444133749287006,0.2444133749287006
Faecivivens stercoripullorum,C00847_4-Pyridoxate,C00847,Faecivivens,False,True,False,False,False,False,False,1,Low-Medium (1),Other,-0.2443629283693882,0.2443629283693882
Faecalibacterium prausnitzii,C10172_Proline betaine,C10172,Faecalibacterium,False,True,False,False,False,False,False,1,Low-Medium (1),Other,0.2441813918996087,0.2441813918996087
Ruminococcus_D bicirculans,C01585_Hexanoate,C01585,Ruminococcus,False,True,False,False,False,False,False,1,Low-Medium (1),Other,0.2441266328670776,0.2441266328670776
UBA1685 sp900546845,C00954_Indole-3-acetate,C00954,UBA1685,False,True,False,False,False,False,False,1,Low-Medium (1),Other,-0.2441227804890408,0.2441227804890408
Erysipelatoclostridium ramosum,C00489_Glutarate,C00489,Erysipelatoclostridium,False,True,False,False,False,False,False,1,Low-Medium (1),Other,-0.2440876811348619,0.2440876811348619
Faecousia sp003525905,C00334_GABA,C00334,Faecousia,False,True,False,False,False,False,False,1,Low-Medium (1),Other,-0.244084234639689,0.244084234639689
CAG-103 sp900757655,C01585_Hexanoate,C01585,CAG-103,False,True,False,False,False,False,False,1,Low-Medium (1),Other,0.2438065395819282,0.2438065395819282
CAG-103 sp900757655,C00408_Pipecolate,C00408,CAG-103,False,True,False,False,False,False,False,1,Low-Medium (1),Other,0.2437391857161682,0.2437391857161682
Acetatifactor sp003447295,C00576_Betaine aldehyde,C00576,Acetatifactor,False,True,False,False,False,False,False,1,Low-Medium (1),Other,0.2436614463613232,0.2436614463613232
Lachnospira sp003451515,C00079_Phe,C00079,Lachnospira,False,True,False,False,False,False,False,1,Low-Medium (1),Other,-0.2436494018320419,0.2436494018320419
QALW01 sp900547955,C00334_GABA,C00334,QALW01,False,True,False,False,False,False,False,1,Low-Medium (1),Other,0.243603735771001,0.243603735771001
ER4 sp000765235,C00954_Indole-3-acetate,C00954,ER4,False,True,False,False,False,False,False,1,Low-Medium (1),Other,0.2433210379375764,0.2433210379375764
Avichristensenella intestinipullorum,C00489_Glutarate,C00489,Avichristensenella,False,True,False,False,False,False,False,1,Low-Medium (1),Other,-0.2431243857340374,0.2431243857340374
CAG-103 sp000432375,C00576_Betaine aldehyde,C00576,CAG-103,False,True,False,False,False,False,False,1,Low-Medium (1),Other,0.2424861881319259,0.2424861881319259
Acetatifactor sp003447295,C00300_Creatine,C00300,Acetatifactor,False,True,False,False,False,False,False,1,Low-Medium (1),Other,-0.2424582243468915,0.2424582243468915
