Species,Metabolite,E1_shap_stable,E2_spearman,E3_kegg,E4_glasso,E5_mofa,E6_mediation,E7_within_stage,Evidence_score,Confidence
Enorma burkinafasonensis,C00588_Phosphorylcholine,False,False,False,False,False,False,False,0,Insufficient (0)
CAG-170 sp000432135,C00299_Uridine,False,False,False,False,False,False,False,0,Insufficient (0)
Prevotella sp900544825,C00383_Malonate,False,False,False,False,False,False,False,0,Insufficient (0)
Lachnospira rogosae_A,C04677_AICAR,False,False,False,False,False,False,False,0,Insufficient (0)
Clostridium sp900539375,C01620_Threonate,False,False,False,False,False,False,False,0,Insufficient (0)
UBA3855 sp017460955,C00417_cis-Aconitate,False,False,False,False,False,False,False,0,Insufficient (0)
Gemmiger qucibialis,C00262_Hypoxanthine,False,False,False,False,False,False,False,0,Insufficient (0)
Prevotella sp900548535,C01004_Trigonelline,False,False,False,False,False,False,False,0,Insufficient (0)
UMGS2070 sp905203455,C05607_3-Phenyllactate,False,False,False,False,False,False,False,0,Insufficient (0)
Niameybacter massiliensis,C02037_Gly-Gly,False,False,False,False,False,False,False,0,Insufficient (0)
UMGS1322 sp905214315,C01008_Trimethylsulfonium,False,False,False,False,False,False,False,0,Insufficient (0)
Fimenecus sp000432435,C00581_Guanidinoacetate,False,False,False,False,False,False,False,0,Insufficient (0)
CAG-103 sp000432375,C00931_Porphobilinogen,False,False,False,False,False,False,False,0,Insufficient (0)
Prevotella sp002251295,C09815_Benzamide,False,False,False,False,False,False,False,0,Insufficient (0)
CAG-103 sp900543625,C09815_Benzamide,False,False,False,False,False,False,False,0,Insufficient (0)
Morganella psychrotolerans_B,C05582_Homovanillate,False,False,False,False,False,False,False,0,Insufficient (0)
Faecalibacterium prausnitzii,C00186_Lactate,False,False,False,False,False,False,False,0,Insufficient (0)
UBA1206 sp000433115,C01008_Trimethylsulfonium,False,False,False,False,False,False,False,0,Insufficient (0)
Alloscardovia omnicolens,C06524_Nornicotine,False,False,False,False,False,False,False,0,Insufficient (0)
UBA4248 sp004554395,C00642_p-Hydroxyphenylacetate,False,False,False,False,False,False,False,0,Insufficient (0)
Megasphaera elsdenii,C06423_Octanoate,False,False,False,False,False,False,False,0,Insufficient (0)
Ruminococcus_E sp902771755,C00253_Nicotinate,False,False,False,False,False,False,False,0,Insufficient (0)
Porphyromonas sp900548415,C00092_G6P,True,False,False,False,False,False,False,1,Low-Medium (1)
Bifidobacterium bifidum,C00163_Propionate,False,False,False,False,False,False,False,0,Insufficient (0)
Mitsuokella jalaludinii,C01004_Trigonelline,False,False,False,False,False,False,False,0,Insufficient (0)
Clostridium_A leptum,C11118_1-Methyl-2-pyrrolidinone,True,False,False,False,False,False,False,1,Low-Medium (1)
Cellulosilyticum pullistercoris,C11527_4-Hydroxymandelate,False,False,False,False,False,False,False,0,Insufficient (0)
Sediminibacterium sp902168225,C09815_Benzamide,False,False,False,False,False,False,False,0,Insufficient (0)
Lachnospira sp000436535,C00270_N-Acetylneuraminate,False,False,False,False,False,False,False,0,Insufficient (0)
Leptotrichia_A sp001274535,C11284_3-Indolebutyrate,False,False,False,False,False,False,False,0,Insufficient (0)
UMGS687 sp900545735,C00299_Uridine,False,False,False,False,True,False,False,1,Low-Medium (1)
Duncaniella sp910586665,C01620_Threonate,False,False,False,False,False,False,False,0,Insufficient (0)
Veillonella atypica,C00329_Glucosamine,False,False,False,False,False,False,False,0,Insufficient (0)
Sodaliphilus sp018065665,C02630_2-Hydroxyglutarate,False,False,False,False,False,False,False,0,Insufficient (0)
Prevotella sp900765465,C00383_Malonate,False,False,False,False,False,False,False,0,Insufficient (0)
Leptotrichia_A sp001274535,C05660_5-Methoxyindoleacetate,False,False,False,False,False,False,False,0,Insufficient (0)
Desulfovibrio sp900556755,C00440_5-Methyltetrahydrofolate,False,False,False,False,False,False,False,0,Insufficient (0)
CAIFEB01 sp903789375,C05582_Homovanillate,False,False,False,False,False,False,False,0,Insufficient (0)
UBA11540 sp003445125,C01620_Threonate,False,False,False,False,False,False,False,0,Insufficient (0)
CAG-793 sp013333035,C05582_Homovanillate,False,False,False,False,False,False,False,0,Insufficient (0)
Prevotella sp900553155,C00581_Guanidinoacetate,False,False,False,False,False,False,False,0,Insufficient (0)
Oribacterium sp900318695,C05660_5-Methoxyindoleacetate,False,False,False,False,False,False,False,0,Insufficient (0)
Fusobacterium_B sp900554355,C09815_Benzamide,True,False,False,False,False,False,False,1,Low-Medium (1)
Phascolarctobacterium faecium,C00581_Guanidinoacetate,False,False,False,False,False,False,False,0,Insufficient (0)
Faecalibacterium prausnitzii_G,C05341_beta-Ala-Lys,False,False,False,False,False,False,False,0,Insufficient (0)
Prevotella sp900556795,C00253_Nicotinate,False,False,False,False,False,False,False,0,Insufficient (0)
Oribacterium sp900318695,C00086_Urea,False,False,False,False,False,False,False,0,Insufficient (0)
Spyradomonas sp900547585,C02230_3-Methylguanine,False,False,False,False,False,False,False,0,Insufficient (0)
Eubacterium_T sp900766045,C00670_Glycerophosphorylcholine,False,False,False,False,False,False,False,0,Insufficient (0)
UBA11471 sp000434215,C01035_gamma-Guanidinobutyrate,False,False,False,False,False,False,False,0,Insufficient (0)
Alangreenwoodia gallinarii,C07151_Metformin,False,False,False,False,False,False,False,0,Insufficient (0)
Lachnospira sp000436475,C11284_3-Indolebutyrate,False,False,False,False,True,False,False,1,Low-Medium (1)
CAG-1427 sp900542265,C02155_Gly-Leu,False,False,False,False,False,False,False,0,Insufficient (0)
Eubacterium_F sp003491505,C02735_Phenylethanolamine,False,False,False,False,False,False,False,0,Insufficient (0)
Dialister sp900543455,C00253_Nicotinate,False,False,False,False,False,False,False,0,Insufficient (0)
CAG-41 sp900066215,C11118_1-Methyl-2-pyrrolidinone,False,False,False,False,False,False,False,0,Insufficient (0)
Avimicrobium caecorum,C11118_1-Methyl-2-pyrrolidinone,False,False,False,False,False,False,False,0,Insufficient (0)
Limisoma sp000437795,C02918_1-Methylnicotinamide,False,False,False,False,False,False,False,0,Insufficient (0)
Streptococcus gallolyticus,C00670_Glycerophosphorylcholine,False,False,False,False,False,False,False,0,Insufficient (0)
Anaerostipes hadrus,C02037_Gly-Gly,True,False,False,False,False,False,False,1,Low-Medium (1)
Mesosutterella multiformis,C00366_Urate,False,False,False,False,False,False,False,0,Insufficient (0)
UBA1829 sp900548385,C01047_N-gamma-Ethylglutamine,False,False,False,False,True,False,False,1,Low-Medium (1)
Sediminibacterium sp902168225,C05584_4-Hydroxy-3-methoxymandelate,False,False,False,False,False,False,False,0,Insufficient (0)
Desulfovibrio intestinigallinarum,C02037_Gly-Gly,False,False,False,False,False,False,False,0,Insufficient (0)
Faecousia sp003525905,C00262_Hypoxanthine,False,False,False,False,False,False,False,0,Insufficient (0)
Phascolarctobacterium_A succinatutens,C01035_gamma-Guanidinobutyrate,False,False,False,False,False,False,False,0,Insufficient (0)
Roseburia inulinivorans,C05584_4-Hydroxy-3-methoxymandelate,False,False,False,False,False,False,False,0,Insufficient (0)
Avimicrobium caecorum,C05607_3-Phenyllactate,False,False,False,False,False,False,False,0,Insufficient (0)
JAHALF01 sp018371275,C04137_Octopine,False,False,False,False,False,False,False,0,Insufficient (0)
Escherichia sp005843885,C02630_2-Hydroxyglutarate,False,False,False,False,False,False,False,0,Insufficient (0)
Lachnospira sp000436535,C00086_Urea,False,False,False,False,False,False,False,0,Insufficient (0)
Pauljensenia turicensis,C00086_Urea,True,False,False,False,False,False,False,1,Low-Medium (1)
Veillonella parvula_A,"C11003_2,4-Dimethylaniline",False,False,False,False,False,False,False,0,Insufficient (0)
Fusobacterium sp000235465,C00491_Cystine,True,False,False,False,False,False,False,1,Low-Medium (1)
Clostridium saudiense,C00329_Glucosamine,False,False,False,False,False,False,False,0,Insufficient (0)
Desulfovibrio desulfuricans_A,C00711_Malate,False,False,False,False,False,False,False,0,Insufficient (0)
UBA11540 sp003445125,C05660_5-Methoxyindoleacetate,False,False,False,False,False,False,False,0,Insufficient (0)
QAMH01 sp900544245,C05582_Homovanillate,False,False,False,False,False,False,False,0,Insufficient (0)
Slackia_A equolifaciens,C03570_Mannosamine,False,False,False,False,False,False,False,0,Insufficient (0)
UMGS1322 sp905214315,C00366_Urate,False,False,False,False,False,False,False,0,Insufficient (0)
Lachnospira sp000436535,C01620_Threonate,False,False,False,False,False,False,False,0,Insufficient (0)
Bifidobacterium longum,C00163_Propionate,False,False,False,False,False,False,False,0,Insufficient (0)
Finegoldia sp900766215,C01118_o-Succinylhomoserine,False,False,False,False,False,False,False,0,Insufficient (0)
Chitinophaga silvisoli,C02115_Alpha-Methylserine,False,False,False,False,False,False,False,0,Insufficient (0)
Romboutsia_C hominis,C00255_Riboflavin,False,False,False,False,False,False,False,0,Insufficient (0)
QAMH01 sp900544245,C00931_Porphobilinogen,False,False,False,False,False,False,False,0,Insufficient (0)
Prevotella sp002251295,C02230_3-Methylguanine,False,False,False,False,False,False,False,0,Insufficient (0)
Aveggerthella excrementigallinarum,C02115_Alpha-Methylserine,False,False,False,False,False,False,False,0,Insufficient (0)
Flemingibacterium merdigallinarum,C00417_cis-Aconitate,False,False,False,False,False,False,False,0,Insufficient (0)
Streptococcus oralis_BH,C00253_Nicotinate,False,False,False,False,False,False,False,0,Insufficient (0)
Alloprevotella sp900540885,C01035_gamma-Guanidinobutyrate,False,False,False,False,False,False,False,0,Insufficient (0)
UMGS124 sp900539345,C00270_N-Acetylneuraminate,False,False,False,False,False,False,False,0,Insufficient (0)
Holdemanella biformis,C00429_Dihydrouracil,False,False,False,False,False,False,False,0,Insufficient (0)
Alistipes_A sp900539755,C00642_p-Hydroxyphenylacetate,False,False,False,False,False,False,False,0,Insufficient (0)
Phascolarctobacterium_A succinatutens,C00383_Malonate,True,False,False,False,False,False,False,1,Low-Medium (1)
Prevotella sp900556795,C02918_1-Methylnicotinamide,False,False,False,False,False,False,False,0,Insufficient (0)
Finegoldia sp900766215,C00262_Hypoxanthine,False,False,False,False,False,False,False,0,Insufficient (0)
Neisseria sp000186165,C02710_N-Acetylleucine,True,False,False,False,False,False,False,1,Low-Medium (1)
Avispirillum faecium,C02155_Gly-Leu,False,False,False,False,False,False,False,0,Insufficient (0)
Lachnospira sp000436475,C00366_Urate,False,False,False,False,False,False,False,0,Insufficient (0)
UMGS75 sp900538885,C11118_1-Methyl-2-pyrrolidinone,False,False,False,False,False,False,False,0,Insufficient (0)
UMGS1696 sp900753285,C02735_Phenylethanolamine,False,False,False,False,False,False,False,0,Insufficient (0)
UMGS2070 sp905203455,C00491_Cystine,False,False,False,False,False,False,False,0,Insufficient (0)
Lachnospira sp000437735,C01047_N-gamma-Ethylglutamine,False,False,False,False,False,False,False,0,Insufficient (0)
Phascolarctobacterium_A sp900770955,C03570_Mannosamine,False,False,False,False,False,False,False,0,Insufficient (0)
Alistipes avistercoris,C09815_Benzamide,False,False,False,False,False,False,False,0,Insufficient (0)
Bifidobacterium longum,C00417_cis-Aconitate,False,False,False,False,False,False,False,0,Insufficient (0)
Dialister sp000434475,C02630_2-Hydroxyglutarate,False,False,False,False,False,False,False,0,Insufficient (0)
Cellulosilyticum pullistercoris,C04137_Octopine,False,False,False,False,False,False,False,0,Insufficient (0)
Clostridium butyricum,N-Acetylvaline,False,False,False,False,False,False,False,0,Insufficient (0)
Cryptobacteroides sp000431015,C01620_Threonate,False,False,False,False,False,False,False,0,Insufficient (0)
Bifidobacterium ruminantium,C00262_Hypoxanthine,False,False,False,False,False,False,False,0,Insufficient (0)
Lactobacillus amylolyticus,C00262_Hypoxanthine,False,False,False,False,False,False,False,0,Insufficient (0)
Prevotella sp900553155,C00366_Urate,False,False,False,False,False,False,False,0,Insufficient (0)
Anaeroglobus vaginalis,C00931_Porphobilinogen,False,False,False,False,False,False,False,0,Insufficient (0)
CAG-170 sp000432135,C06423_Octanoate,False,False,False,False,False,False,False,0,Insufficient (0)
Mitsuokella multacida,C00086_Urea,False,False,False,False,False,False,False,0,Insufficient (0)
Dialister sp900543455,C00491_Cystine,False,False,False,False,False,False,False,0,Insufficient (0)
Dysgonomonas mossii,"C11003_2,4-Dimethylaniline",False,False,False,False,False,False,False,0,Insufficient (0)
RGIG9608 sp017456885,C00366_Urate,False,False,False,False,False,False,False,0,Insufficient (0)
46-32 sp003243445,C00417_cis-Aconitate,True,False,False,False,False,False,False,1,Low-Medium (1)
Escherichia coli,C02918_1-Methylnicotinamide,False,False,False,False,False,False,False,0,Insufficient (0)
Lachnospira sp000436475,C02735_Phenylethanolamine,False,False,False,False,False,False,False,0,Insufficient (0)
UMGS687 sp900545735,C00092_G6P,False,False,False,False,False,False,False,0,Insufficient (0)
Prevotella sp900290275,C00262_Hypoxanthine,False,False,False,False,False,False,False,0,Insufficient (0)
Roseburia intestinalis,C00366_Urate,False,False,False,False,False,False,False,0,Insufficient (0)
Faecivivens stercoripullorum,C02155_Gly-Leu,False,False,False,False,False,False,False,0,Insufficient (0)
Cryptobacterium curtum,C06423_Octanoate,False,False,False,False,False,False,False,0,Insufficient (0)
Prevotella sp900557405,C00383_Malonate,False,False,False,False,False,False,False,0,Insufficient (0)
UBA3839 sp017483765,C00299_Uridine,False,False,False,False,False,False,False,0,Insufficient (0)
UBA1829 sp900549045,C02735_Phenylethanolamine,False,False,False,False,False,False,False,0,Insufficient (0)
Escherichia sp002965065,C02630_2-Hydroxyglutarate,False,False,False,False,False,False,False,0,Insufficient (0)
Parasutterella excrementihominis,C02918_1-Methylnicotinamide,False,False,False,False,False,False,False,0,Insufficient (0)
Prevotella pectinovora,C00383_Malonate,False,False,False,False,False,False,False,0,Insufficient (0)
Paraclostridium tenue,C00255_Riboflavin,False,False,False,False,False,False,False,0,Insufficient (0)
Dialister invisus,"C11003_2,4-Dimethylaniline",False,False,False,False,False,False,False,0,Insufficient (0)
CCUG-7971 spG000499525,C00253_Nicotinate,False,False,False,False,False,False,False,0,Insufficient (0)
Bilophila wadsworthia,C00253_Nicotinate,False,False,False,False,False,False,False,0,Insufficient (0)
Prevotella sp900543975,C06423_Octanoate,False,False,False,False,False,False,False,0,Insufficient (0)
Brachyspira aalborgi,C00086_Urea,True,False,False,False,False,False,False,1,Low-Medium (1)
Faecalibacterium prausnitzii_G,C03795_N6-Methyl-2'-deoxyadenosine,False,False,False,False,False,False,False,0,Insufficient (0)
Excrementavichristensenella intestinipullorum,C00262_Hypoxanthine,False,False,False,False,False,False,False,0,Insufficient (0)
Lactobacillus amylolyticus,C00491_Cystine,True,False,False,False,False,False,False,1,Low-Medium (1)
Prevotella sp900554835,C02037_Gly-Gly,False,False,False,False,False,False,False,0,Insufficient (0)
Roseburia intestinalis,C00270_N-Acetylneuraminate,False,False,False,False,False,False,False,0,Insufficient (0)
Fimimonas sp003537755,C00931_Porphobilinogen,False,False,False,False,False,False,False,0,Insufficient (0)
Eubacterium_T sp900766045,C00086_Urea,True,False,False,False,False,False,False,1,Low-Medium (1)
Succinivibrio sp002449335,C00429_Dihydrouracil,False,False,False,False,False,False,False,0,Insufficient (0)
46-32 sp003243445,C01047_N-gamma-Ethylglutamine,False,False,False,False,False,False,False,0,Insufficient (0)
Holdemanella sp003436425,C00429_Dihydrouracil,False,False,False,False,False,False,False,0,Insufficient (0)
Holdemanella sp003458715,C05660_5-Methoxyindoleacetate,False,False,False,False,False,False,False,0,Insufficient (0)
Olsenella_I phocaeensis,C01620_Threonate,False,False,False,False,False,False,False,0,Insufficient (0)
UMGS693 sp900544555,C05607_3-Phenyllactate,False,False,False,False,False,False,False,0,Insufficient (0)
Alkalihalobacillus_A sp007293315,C05607_3-Phenyllactate,False,False,False,False,False,False,False,0,Insufficient (0)
UBA1206 sp000433115,C01035_gamma-Guanidinobutyrate,False,False,False,False,False,False,False,0,Insufficient (0)
Actinomyces israelii,C02230_3-Methylguanine,False,False,False,False,False,False,False,0,Insufficient (0)
Actinomyces israelii,C09815_Benzamide,True,False,False,False,False,False,False,1,Low-Medium (1)
Eubacterium_R sp000436835,C03761_3-Hydroxy-3-methylglutarate,False,False,False,False,False,False,False,0,Insufficient (0)
Copromorpha sp905193765,C11118_1-Methyl-2-pyrrolidinone,False,False,False,False,False,False,False,0,Insufficient (0)
UBA1829 sp900548385,C01118_o-Succinylhomoserine,False,False,False,False,True,False,False,1,Low-Medium (1)
Prevotella sp900551985,C02230_3-Methylguanine,False,False,False,False,False,False,False,0,Insufficient (0)
Prevotella sp900552515,C00440_5-Methyltetrahydrofolate,False,False,False,False,False,False,False,0,Insufficient (0)
Actinomyces israelii,C05341_beta-Ala-Lys,False,False,False,False,False,False,False,0,Insufficient (0)
Faecalibacillus intestinalis,C00329_Glucosamine,False,False,False,False,False,False,False,0,Insufficient (0)
Neisseria flavescens_C,C05341_beta-Ala-Lys,False,False,False,False,False,False,False,0,Insufficient (0)
Collinsella sp008014645,C06524_Nornicotine,False,False,False,False,False,False,False,0,Insufficient (0)
Desulfovibrio desulfuricans_A,C00491_Cystine,False,False,False,False,False,False,False,0,Insufficient (0)
Lachnospira eligens,C04677_AICAR,False,False,False,False,False,False,False,0,Insufficient (0)
Cellulosilyticum pullistercoris,C00491_Cystine,False,False,False,False,False,False,False,0,Insufficient (0)
UBA7173 sp900545955,C00440_5-Methyltetrahydrofolate,False,False,False,False,False,False,False,0,Insufficient (0)
Flemingibacterium merdigallinarum,C02155_Gly-Leu,False,False,False,False,False,False,False,0,Insufficient (0)
Holdemanella sp900556915,C05660_5-Methoxyindoleacetate,False,False,False,False,False,False,False,0,Insufficient (0)
Paraclostridium tenue,C01035_gamma-Guanidinobutyrate,False,False,False,False,False,False,False,0,Insufficient (0)
Erysipelatoclostridium ramosum,C00086_Urea,False,False,False,False,False,False,False,0,Insufficient (0)
Streptococcus parauberis,C00491_Cystine,False,False,False,False,False,False,False,0,Insufficient (0)
Escherichia sp004211955,C00093_Glycerophosphate,False,False,False,False,False,False,False,0,Insufficient (0)
Acetatifactor intestinalis,C00588_Phosphorylcholine,False,False,False,False,False,False,False,0,Insufficient (0)
Paraclostridium tenue,C04677_AICAR,False,False,False,False,False,False,False,0,Insufficient (0)
UBA5905 sp900763035,C00299_Uridine,False,False,False,False,False,False,False,0,Insufficient (0)
Faecivivens stercoripullorum,C01744_3-(4-Hydroxyphenyl)propionate,False,False,False,False,False,False,False,0,Insufficient (0)
UBA1829 sp900548385,C05584_4-Hydroxy-3-methoxymandelate,False,False,False,False,False,False,False,0,Insufficient (0)
Onthousia sp900758495,C11118_1-Methyl-2-pyrrolidinone,True,False,False,False,False,False,False,1,Low-Medium (1)
Aminipila sp004103735,C02155_Gly-Leu,True,False,False,False,False,False,False,1,Low-Medium (1)
Prevotella sp900556795,C02614_Citramalate,False,False,False,False,False,False,False,0,Insufficient (0)
UMGS687 sp900545735,C00086_Urea,False,False,False,False,False,False,False,0,Insufficient (0)
Streptococcus gallolyticus_B,C02630_2-Hydroxyglutarate,False,False,False,False,False,False,False,0,Insufficient (0)
CAIFEB01 sp903789375,C00429_Dihydrouracil,False,False,False,False,False,False,False,0,Insufficient (0)
Fusobacterium sp000235465,C03795_N6-Methyl-2'-deoxyadenosine,False,False,False,False,False,False,False,0,Insufficient (0)
Slackia_A equolifaciens,C05584_4-Hydroxy-3-methoxymandelate,False,False,False,False,False,False,False,0,Insufficient (0)
Alistipes shahii,C00588_Phosphorylcholine,False,False,False,False,False,False,False,0,Insufficient (0)
Sutterella wadsworthensis,C06524_Nornicotine,False,False,False,False,False,False,False,0,Insufficient (0)
Collinsella sp900555555,C06524_Nornicotine,False,False,False,False,False,False,False,0,Insufficient (0)
Fusobacterium_B sp900542625,C01620_Threonate,False,False,False,False,False,False,False,0,Insufficient (0)
CAG-170 sp000432135,C01744_3-(4-Hydroxyphenyl)propionate,False,False,False,False,False,False,False,0,Insufficient (0)
Christensenella sp014287795,C05584_4-Hydroxy-3-methoxymandelate,False,False,False,False,False,False,False,0,Insufficient (0)
Clostridium sp900766315,C11284_3-Indolebutyrate,False,False,False,False,False,False,False,0,Insufficient (0)
Mesosutterella multiformis,C02614_Citramalate,False,False,False,False,False,False,False,0,Insufficient (0)
Fimisoma sp900754795,C00299_Uridine,False,False,False,False,False,False,False,0,Insufficient (0)
UBA7173 sp900545955,C02230_3-Methylguanine,False,False,False,False,False,False,False,0,Insufficient (0)
Clostridium sp900539375,C00440_5-Methyltetrahydrofolate,False,False,False,False,False,False,False,0,Insufficient (0)
Prevotella sp900553155,C02918_1-Methylnicotinamide,False,False,False,False,False,False,False,0,Insufficient (0)
Scatavimonas merdipullorum,C02230_3-Methylguanine,False,False,False,False,False,False,False,0,Insufficient (0)
Fimenecus sp002437245,C00711_Malate,False,False,False,False,False,False,False,0,Insufficient (0)
Limisoma sp000437795,C03795_N6-Methyl-2'-deoxyadenosine,False,False,False,False,False,False,False,0,Insufficient (0)
Eubacterium_T sp900766045,C02230_3-Methylguanine,False,False,False,False,False,False,False,0,Insufficient (0)
Christensenella intestinihominis,C05341_beta-Ala-Lys,False,False,False,False,False,False,False,0,Insufficient (0)
Faecivivens stercoripullorum,"C11003_2,4-Dimethylaniline",False,False,False,False,False,False,False,0,Insufficient (0)
Sediminibacterium sp902168225,C00253_Nicotinate,False,False,False,False,False,False,False,0,Insufficient (0)
Leptotrichia_A sp001274535,C02037_Gly-Gly,True,False,False,False,False,False,False,1,Low-Medium (1)
Tractidigestivibacter sp004557505,C06524_Nornicotine,False,False,False,False,False,False,False,0,Insufficient (0)
CAG-485 sp910578075,C04137_Octopine,False,False,False,False,False,False,False,0,Insufficient (0)
Prevotella sp900552515,C05584_4-Hydroxy-3-methoxymandelate,False,False,False,False,False,False,False,0,Insufficient (0)
Lactobacillus amylolyticus,C00086_Urea,True,False,False,False,False,False,False,1,Low-Medium (1)
Desulfovibrio desulfuricans_A,C00440_5-Methyltetrahydrofolate,False,False,False,False,False,False,False,0,Insufficient (0)
Megasphaera elsdenii,C04137_Octopine,False,False,False,False,False,False,False,0,Insufficient (0)
Lachnospira sp000436535,C11284_3-Indolebutyrate,False,False,False,False,False,False,False,0,Insufficient (0)
Prevotella sp000434975,"C11003_2,4-Dimethylaniline",False,False,False,False,False,False,False,0,Insufficient (0)
Butyricicoccus avistercoris,C00299_Uridine,False,False,False,False,False,False,False,0,Insufficient (0)
Bifidobacterium pseudocatenulatum,C01118_o-Succinylhomoserine,False,False,False,False,False,False,False,0,Insufficient (0)
Enterococcus_D gallinarum,N-Acetylvaline,False,False,False,False,False,False,False,0,Insufficient (0)
Faecalibacterium prausnitzii_C,C03761_3-Hydroxy-3-methylglutarate,False,False,False,False,False,False,False,0,Insufficient (0)
Alloprevotella sp900540885,C09815_Benzamide,False,False,False,False,False,False,False,0,Insufficient (0)
Pauljensenia georgiae,C00429_Dihydrouracil,False,False,False,False,False,False,False,0,Insufficient (0)
Ruminococcus_D bicirculans,C09815_Benzamide,False,False,False,False,False,False,False,0,Insufficient (0)
Prevotella sp900551985,C00086_Urea,False,False,False,False,False,False,False,0,Insufficient (0)
CAG-103 sp900757655,C01744_3-(4-Hydroxyphenyl)propionate,False,False,False,False,False,False,False,0,Insufficient (0)
Bifidobacterium adolescentis,C06524_Nornicotine,False,False,False,False,False,False,False,0,Insufficient (0)
Scatavimonas sp900540275,C03570_Mannosamine,False,False,False,False,False,False,False,0,Insufficient (0)
Escherichia coli,C00429_Dihydrouracil,False,False,False,False,False,False,False,0,Insufficient (0)
Copromorpha sp905193765,C01118_o-Succinylhomoserine,False,False,False,False,False,False,False,0,Insufficient (0)
Aphodousia sp905212345,"C11003_2,4-Dimethylaniline",False,False,False,False,False,False,False,0,Insufficient (0)
Agathobacter sp900317585,C11118_1-Methyl-2-pyrrolidinone,False,False,False,False,False,False,False,0,Insufficient (0)
Collinsella sp900555555,C05660_5-Methoxyindoleacetate,False,False,False,False,False,False,False,0,Insufficient (0)
UMGS2070 sp905203455,C00670_Glycerophosphorylcholine,False,False,False,False,False,False,False,0,Insufficient (0)
Desulfovibrio desulfuricans_A,N-Acetylvaline,False,False,False,False,False,False,False,0,Insufficient (0)
Dialister sp000434475,C00588_Phosphorylcholine,False,False,False,False,False,False,False,0,Insufficient (0)
Merdimorpha sp003150615,C03795_N6-Methyl-2'-deoxyadenosine,False,False,False,False,False,False,False,0,Insufficient (0)
UBA10281 sp900554485,C11284_3-Indolebutyrate,False,False,False,False,False,False,False,0,Insufficient (0)
Phascolarctobacterium_A sp900753045,C00270_N-Acetylneuraminate,False,False,False,False,False,False,False,0,Insufficient (0)
CAG-115 sp000432175,C00642_p-Hydroxyphenylacetate,False,False,False,False,False,False,False,0,Insufficient (0)
Klebsiella aerogenes,"C11003_2,4-Dimethylaniline",False,False,False,False,False,False,False,0,Insufficient (0)
Avispirillum faecium,"C11003_2,4-Dimethylaniline",False,False,False,False,False,False,False,0,Insufficient (0)
Prevotella copri_A,"C11003_2,4-Dimethylaniline",False,False,False,False,False,False,False,0,Insufficient (0)
Duncaniella sp910577345,C00329_Glucosamine,False,False,False,False,False,False,False,0,Insufficient (0)
Phocaeicola plebeius_A,C05660_5-Methoxyindoleacetate,False,False,False,False,False,False,False,0,Insufficient (0)
Acidaminococcus sp905213155,C00588_Phosphorylcholine,False,False,False,False,False,False,False,0,Insufficient (0)
CAG-103 sp900317855,C01744_3-(4-Hydroxyphenyl)propionate,False,False,False,False,False,False,False,0,Insufficient (0)
Alistipes_A ihumii,C00092_G6P,False,False,False,False,False,False,False,0,Insufficient (0)
Lactobacillus porci,C00093_Glycerophosphate,False,False,False,False,False,False,False,0,Insufficient (0)
Megasphaera sp000417505,C03795_N6-Methyl-2'-deoxyadenosine,False,False,False,False,False,False,False,0,Insufficient (0)
Lactobacillus helveticus,C00092_G6P,False,False,False,False,False,False,False,0,Insufficient (0)
Fimisoma sp900754795,C11118_1-Methyl-2-pyrrolidinone,True,False,False,False,False,False,False,1,Low-Medium (1)
Phascolarctobacterium_A sp900770955,C02918_1-Methylnicotinamide,False,False,False,False,False,False,False,0,Insufficient (0)
UBA1096 sp002684915,C00329_Glucosamine,False,False,False,False,False,False,False,0,Insufficient (0)
Bifidobacterium bifidum,C01035_gamma-Guanidinobutyrate,False,False,False,False,False,False,False,0,Insufficient (0)
Eubacterium_F sp003491505,C02230_3-Methylguanine,False,False,False,False,False,False,False,0,Insufficient (0)
Lactobacillus amylolyticus,C05341_beta-Ala-Lys,False,False,False,False,False,False,False,0,Insufficient (0)
Prevotella sp900551275,C01620_Threonate,False,False,False,False,False,False,False,0,Insufficient (0)
QALW01 sp900547955,C00255_Riboflavin,False,False,False,False,False,False,False,0,Insufficient (0)
Aphodousia sp905212345,C01118_o-Succinylhomoserine,True,False,False,False,False,False,False,1,Low-Medium (1)
Clostridium butyricum,C01118_o-Succinylhomoserine,False,False,False,False,False,False,False,0,Insufficient (0)
Spyradocola merdavium,C01744_3-(4-Hydroxyphenyl)propionate,False,False,False,False,False,False,False,0,Insufficient (0)
Tannerella forsythia_A,C00642_p-Hydroxyphenylacetate,False,False,False,False,False,False,False,0,Insufficient (0)
Holdemanella sp900547815,C00429_Dihydrouracil,False,False,False,False,False,False,False,0,Insufficient (0)
CAG-177 sp002438685,C03795_N6-Methyl-2'-deoxyadenosine,False,False,False,False,False,False,False,0,Insufficient (0)
Merdimorpha sp003150615,C00711_Malate,False,False,False,False,False,False,False,0,Insufficient (0)
Clostridium sp900539375,C00642_p-Hydroxyphenylacetate,False,False,False,False,False,False,False,0,Insufficient (0)
S5-A14a sp000758905,C00086_Urea,True,False,False,False,False,False,False,1,Low-Medium (1)
Lachnospira eligens,C00086_Urea,False,False,False,False,False,False,False,0,Insufficient (0)
Clostridium sp900540255,C01035_gamma-Guanidinobutyrate,False,False,False,False,False,False,False,0,Insufficient (0)
