species,metabolite,rho,qval,rho_partial,pval_partial,pathway,qval_partial,survives_adjustment
Alistipes onderdonkii,C05635_5-Hydroxyindoleacetate,0.23004484250196322,0.00018005899585800904,0.22518107024014605,2.2954496714341642e-05,Other,3.07083568084838e-05,True
Spyradomonas sp900547585,C02678_Dodecanedioate,-0.23000040783553433,0.00018063781756011256,-0.24508486707155328,3.844883779612362e-06,Other,6.951355581037696e-06,True
PeH17 sp900542285,C00134_Putrescine,0.22994125448977798,0.00018145258881475723,0.19062737126048093,0.0003556462168783228,Polyamine,0.00036931071326928643,True
UBA5905 sp900763035,C05135_4-(beta-Acetylaminoethyl)imidazole,0.22989394771537183,0.00018208159667436812,0.1990586472851096,0.00018989912504754715,Other,0.0002019129452924478,True
CAG-488 sp000434915,C02714_N-Acetylputrescine,0.2298493479518341,0.00018254371457931541,0.23406010342932015,1.054560326297745e-05,Other,1.5946455119425365e-05,True
Eubacterium_R sp910577195,"C03283_2,4-Diaminobutyrate",-0.22985631018863306,0.00018254371457931541,-0.2414893109824292,5.3715141447197915e-06,Other,9.101616396168509e-06,True
Alistipes putredinis,C00334_GABA,-0.2298367108028668,0.0001826205020776442,-0.22556679049157932,2.2205996447729764e-05,Other,2.9896540569765203e-05,True
Ruminiclostridium_E siraeum,C00134_Putrescine,-0.2298209143666577,0.00018274801026450902,-0.2518500498880176,2.020904793989993e-06,Polyamine,4.1033599877969405e-06,True
UMGS902 sp900761025,C00695_Cholate,0.22979391682113667,0.00018305534377668792,0.21310282790673094,6.296913925236185e-05,Bile Acid,7.241994163583881e-05,True
ER4 sp000765235,C00334_GABA,-0.22970976489733178,0.000184284042068096,-0.2308944976130149,1.396491073806393e-05,Other,2.007945949532603e-05,True
Oribacterium sp900318695,C00483_Tyramine,0.2296498043969918,0.00018512780822048462,0.22273233541980322,2.829352202027978e-05,Other,3.643724664556314e-05,True
Neisseria flavescens_C,C01042_N-Acetylaspartate,0.2296244641418026,0.00018528524402885454,0.19140656637748657,0.00033597799176708116,Other,0.00034979488991887677,True
Lachnospira eligens,C02714_N-Acetylputrescine,-0.22962992109249303,0.00018528524402885454,-0.2569319070204532,1.2314454500542648e-06,Other,2.754911521374194e-06,True
UMGS693 sp900544555,"C03283_2,4-Diaminobutyrate",-0.2295692450576608,0.00018592903649127367,-0.2805297722613431,1.0729511817678229e-07,Other,3.512115161269469e-07,True
ER4 sp900552015,C00003_NAD+,0.22957387084514394,0.00018592903649127367,0.2569186954556238,1.2330491840485638e-06,Other,2.755417171058243e-06,True
Prevotella sp900554835,C00398_Tryptamine,-0.22953667982876416,0.00018620547069533348,-0.24660850514590452,3.3317320915131985e-06,Indole / Tryptophan,6.210125054078655e-06,True
UBA3818 sp904397845,C02714_N-Acetylputrescine,-0.2295440459211017,0.00018620547069533348,-0.2300021425711658,1.5104681569930856e-05,Other,2.1531976578661235e-05,True
UMGS693 sp900544555,C01046_N-Methylglutamate,-0.22950489618150888,0.00018659702214182601,-0.22461555782385997,2.4095227458270252e-05,Other,3.185092856347687e-05,True
CAG-115 sp000432175,C05332_Phenethylamine,0.22945845306518606,0.0001871216412475414,0.23820365225093473,7.2583612481869815e-06,Other,1.1716483047920873e-05,True
Faecousia sp000434635,C05145_3-Aminoisobutyrate,-0.22945725257490174,0.0001871216412475414,-0.24525374533502523,3.7844913609241557e-06,Other,6.8684053737280495e-06,True
Ruminococcus_E bromii_B,C00483_Tyramine,-0.22944387625126705,0.00018721333171695126,-0.22013339085150835,3.5235365842727786e-05,Other,4.346297502562308e-05,True
Alistipes onderdonkii,C00055_CMP,0.22942755446408652,0.00018735343367854093,0.22384727660823514,2.5731233192906125e-05,Nucleotide,3.365759737463195e-05,True
CAG-103 sp900757655,C02656_Pimelate,0.22939485067126097,0.00018776269906473195,0.2209122987605829,3.300183630639573e-05,Other,4.14856521764874e-05,True
CAG-488 sp016292785,C00695_Cholate,0.2293633921324557,0.00018815236539920321,0.23293309950778304,1.1659746793366627e-05,Bile Acid,1.7292683630807802e-05,True
Escherichia ruysiae,C06104_Adipate,-0.22925441035602007,0.00018982570410558373,-0.2105012984670564,7.7689249029506e-05,Other,8.783408595760995e-05,True
CAG-103 sp900543625,C00378_Thiamine,0.2292279945792927,0.00019013563911103742,0.2130468223601714,6.325626540822307e-05,Other,7.26665886366721e-05,True
Barnesiella intestinihominis,C05629_3-Phenylpropionate,0.22921082340606225,0.00019029223786821257,0.23825563688645926,7.224112615509732e-06,Other,1.168005273324128e-05,True
Gemmiger qucibialis,C01104_Trimethylamine N-oxide,0.22919595305048088,0.00019041072344568052,0.12992712385956912,0.015443207762222291,Other,0.01548967679260009,True
CAG-41 sp900066215,C00431_5-Aminovalerate,-0.2291560280062198,0.0001909471319520817,-0.2012158660554116,0.00016105334502229465,Other,0.00017289677404433134,True
Eubacterium_F sp003491505,C00134_Putrescine,-0.22906641913172446,0.00019231824558780812,-0.21457017322659153,5.5869874786791755e-05,Polyamine,6.507847965846448e-05,True
Egerieicola pullicola,C06104_Adipate,-0.22893216243262657,0.00019444925522952243,-0.24241211006497218,4.9322102226869556e-06,Other,8.548024649370808e-06,True
QAMH01 sp900544245,C00785_Urocanate,-0.2289247893042386,0.00019444925522952243,-0.18753816275384155,0.0004446573766409583,Other,0.0004595941877425926,True
Faecousia sp003525905,C01672_Cadaverine,-0.22891636942438778,0.000194460887247307,-0.23735839930978186,7.837398273408542e-06,Polyamine,1.2499837756632444e-05,True
Alistipes onderdonkii,C16741_5-Hydroxylysine,-0.22885640083405148,0.00019525342996032938,-0.21755225317494006,4.370215799989644e-05,Other,5.240066906462403e-05,True
UMGS693 sp900544555,C06104_Adipate,-0.228854328932413,0.00019525342996032938,-0.2415863872631324,5.323601602527071e-06,Other,9.079547233600281e-06,True
PeH17 sp900542285,C02714_N-Acetylputrescine,0.22877834957685655,0.00019642016921355004,0.19550559796978456,0.0002481661006912724,Other,0.0002608156602115317,True
UMGS929 sp900546875,C00334_GABA,0.2287280881889185,0.00019704487059905648,0.23242904958874694,1.2193459791993956e-05,Other,1.7892090670570736e-05,True
CAIFEB01 sp903789375,C00388_Histamine,0.2287265249683162,0.00019704487059905648,0.21270590654598573,6.503084486332861e-05,Other,7.457665695335849e-05,True
Escherichia sp005843885,C02656_Pimelate,-0.22869434962201665,0.00019746588373409517,-0.21669579912447534,4.691273122903233e-05,Other,5.581526618564227e-05,True
Alistipes onderdonkii,C00122_Fumarate,0.22860750625277215,0.00019883354816959756,0.22010007473150367,3.533401729014852e-05,Other,4.35147996184095e-05,True
Ruminiclostridium_E sp910579265,C00364_dTMP,-0.22858052076790175,0.00019903444972113493,-0.22261055925702752,2.85875690758567e-05,Other,3.674494739827339e-05,True
Fusobacterium_A mortiferum,C01672_Cadaverine,0.22858392622029874,0.00019903444972113493,0.1646689440340881,0.0020880894748790567,Polyamine,0.0021102470691046556,True
Eubacterium_R sp910577195,C05629_3-Phenylpropionate,-0.22856618497333347,0.00019914972764734526,-0.23619204790168757,8.708966964299224e-06,Other,1.3623691870000086e-05,True
UBA5905 sp900763035,C01008_Trimethylsulfonium,-0.22854882109816874,0.0001993177570474554,-0.2015992886433963,0.00015637715120311833,Other,0.00016841911815090828,True
UBA5905 sp900763035,C01585_Hexanoate,-0.22851845921539327,0.00019971214965174288,-0.27674063802667476,1.612924000148468e-07,Other,4.909966514911622e-07,True
CAG-873 sp002633115,C02714_N-Acetylputrescine,0.22849343930923047,0.0002000141935567321,0.24498061059257314,3.882624848285478e-06,Other,7.008348101598336e-06,True
Eubacterium_F sp003491505,"C03283_2,4-Diaminobutyrate",0.22845027982477645,0.00020063364217232554,0.22197841460073214,3.01610328706438e-05,Other,3.8338033123307934e-05,True
UMGS2070 sp905203455,C00388_Histamine,0.22842897753035832,0.00020078588100758441,0.22189943241968663,3.0363288942601572e-05,Other,3.853209256675326e-05,True
RUG11247 sp902767315,C00695_Cholate,0.22842623265335898,0.00020078588100758441,0.20270762404941356,0.0001435653638078078,Bile Acid,0.00015537377035477036,True
Phascolarctobacterium_A succinatutens,C05123_Isethionate,-0.2284129502961426,0.0002008841917708313,-0.1659254787325399,0.001927245112777135,Other,0.0019496662749389326,True
Scatavimonas merdipullorum,C17714_Heptanoate,-0.22835622185350296,0.00020174473591470402,-0.26880106198004594,3.7153063299787454e-07,Other,9.96060678278484e-07,True
Gallispira edinburgensis,C06104_Adipate,-0.22828809739857142,0.00020270040305170485,-0.24312122644679557,4.618135377151294e-06,Other,8.094891108065371e-06,True
Limivicinus faecipullorum,C00489_Glutarate,-0.2282866495988567,0.00020270040305170485,-0.22464054491386348,2.4043710396108885e-05,Other,3.1821851447364754e-05,True
SFEL01 sp016292635,C00245_Taurine,0.22827429965782048,0.00020278340128771885,0.21599357573299774,4.970997278833317e-05,Other,5.872412615278579e-05,True
UBA5905 sp900763035,C00576_Betaine aldehyde,-0.22816840083407625,0.00020452529051928148,-0.2590721805228218,9.964120043220093e-07,Other,2.2782934420306728e-06,True
Scatavimonas merdipullorum,3-Indoxyl sulfate,-0.22815405364314875,0.00020460445682598903,-0.1636240815808384,0.0022310728543906005,Other,0.002252471332045028,True
UBA5905 sp900763035,C00954_Indole-3-acetate,-0.22814867405930034,0.00020460445682598903,-0.21493492729905642,5.422614589545867e-05,Other,6.349665795721156e-05,True
Lachnospira sp003451515,C00431_5-Aminovalerate,-0.22813500381124924,0.00020471197959463216,-0.2466803071286732,3.3092400086844224e-06,Other,6.173955240082877e-06,True
Klebsiella michiganensis,C05127_1-Methylhistamine,0.2281003373405298,0.00020505808553467002,0.22564491104883166,2.205724495836398e-05,Other,2.9766862291989178e-05,True
Ruminococcus_E bromii,C00803_Valerate,0.22810172044755853,0.00020505808553467002,0.24798710321506306,2.9243546305839033e-06,Other,5.570199296350292e-06,True
CAG-488 sp000434055,C00785_Urocanate,-0.22801031767583438,0.0002065331655863426,-0.17410228853023638,0.0011284729764163475,Other,0.001146822130504418,True
Eubacterium_G ventriosum,C08277_Sebacate,0.22794280205349,0.00020761170234424647,0.23452968839662724,1.0111914859588012e-05,Other,1.5416631258055796e-05,True
UBA3855 sp017460955,C00214_Thymidine,-0.22791048903128855,0.00020792919719367294,-0.19529105364527177,0.0002521711124652302,Other,0.0002648856223374267,True
UBA10677 sp900543755,C05341_beta-Ala-Lys,0.22791000011294135,0.00020792919719367294,0.22991138486494622,1.5225426605283608e-05,Other,2.1657790334685076e-05,True
Acetatifactor sp003447295,C03264_2-Hydroxy-4-methylpentanoate,-0.22789779573611138,0.00020801233532847732,-0.2233271430450589,2.6897948246493974e-05,Other,3.495509843598957e-05,True
RUG11247 sp902767315,C00847_4-Pyridoxate,-0.22787459167977916,0.00020829463893621306,-0.20117536973713007,0.00016155481170792676,Other,0.0001732758662633423,True
CAG-103 sp900757655,C02714_N-Acetylputrescine,-0.22778173805602736,0.00020970513547934546,-0.21891419318409625,3.902050998307572e-05,Other,4.767319484798499e-05,True
Agathobacter sp900317585,C02678_Dodecanedioate,0.22778818747569668,0.00020970513547934546,0.22444438189693944,2.4450970814072064e-05,Other,3.221471780510153e-05,True
Alistipes putredinis,C05145_3-Aminoisobutyrate,-0.22775353341514,0.00021008103219309483,-0.2510205933830739,2.1889016581247042e-06,Other,4.369065185877653e-06,True
Faecivivens stercoravium,C00079_Phe,0.227680353656358,0.0002112813116243894,0.2314516809992998,1.329518170208676e-05,Other,1.9240494503743504e-05,True
Egerieicola pullicola,C02656_Pimelate,-0.2276589636923218,0.0002115347723671513,-0.21712546218936307,4.527520125706298e-05,Other,5.402768646427563e-05,True
Phascolarctobacterium_A succinatutens_A,C00383_Malonate,-0.22763937865064707,0.00021175540364221188,-0.22048292290362623,3.4215954202539726e-05,Other,4.255715696833299e-05,True
Ruminococcus_C sp000980705,C10172_Proline betaine,0.2275988425792721,0.00021236223004469665,0.19673542233064642,0.0002263312221651609,Other,0.0002386201604271596,True
Avispirillum faecium,C01879_5-Oxoproline,-0.22758522593257377,0.00021247370388528008,-0.20089878849950513,0.00016501903269269363,Other,0.0001767745395743906,True
Veillonella parvula_A,C00931_Porphobilinogen,-0.2275321370626832,0.00021312982008937832,-0.24780041805986447,2.9765932427697377e-06,Other,5.637487202215412e-06,True
Heteroscilispira lomanii,C00408_Pipecolate,-0.2275383491075809,0.00021312982008937832,-0.22764675032842227,1.855244334267571e-05,Other,2.566036423606599e-05,True
CAG-103 sp000432375,C00630_Isobutyryl CoA,0.227527014671064,0.00021312982008937832,0.2389110453851717,6.80530241002078e-06,Other,1.1092587465396544e-05,True
Veillonella parvula_A,"C03283_2,4-Diaminobutyrate",-0.2275057938986111,0.00021338273824737862,-0.2564689278355608,1.2888548331355496e-06,Other,2.870500741949999e-06,True
Leptotrichia wadei,C01042_N-Acetylaspartate,0.2274273234690812,0.00021464302089281448,0.21505785229355637,5.3682550646995576e-05,Other,6.293382256388696e-05,True
Veillonella parvula_A,C00482_Sinapate,-0.22742282082820947,0.00021464302089281448,-0.24208182094423625,5.085355665373924e-06,Other,8.775419612379506e-06,True
Barnesiella intestinihominis,C01046_N-Methylglutamate,0.22740712764545126,0.0002147948217206542,0.23145340424688624,1.3293158505808237e-05,Other,1.9240494503743504e-05,True
Bacillus_T coahuilensis,C00364_dTMP,0.22739205255709147,0.00021493527886150946,0.2098266470369619,8.200470573877399e-05,Other,9.214011880761122e-05,True
Egerieicola pullicola,C02678_Dodecanedioate,-0.22736699680283698,0.00021526213942800912,-0.24293569012332134,4.698416886399699e-06,Other,8.221201900961852e-06,True
Escherichia sp002965065,C00695_Cholate,0.22733570413906837,0.00021570615849193865,0.2341836028396823,1.0429861333409571e-05,Bile Acid,1.58148011120691e-05,True
Scatomorpha intestinavium,C05629_3-Phenylpropionate,-0.22721056305197912,0.00021791657115328262,-0.2376717431625844,7.617794120792353e-06,Other,1.2188470593267765e-05,True
Veillonella atypica,C00334_GABA,0.22717831419283946,0.00021838392874179826,0.2093599341489656,8.512099861220653e-05,Other,9.542084495125354e-05,True
Alistipes putredinis,C00695_Cholate,-0.22715562476628454,0.00021841461122908156,-0.20677362672963795,0.00010450867624336513,Bile Acid,0.00011579908725026609,True
Escherichia albertii,C00408_Pipecolate,-0.22715492624429087,0.00021841461122908156,-0.21581378356814496,5.0451064399038004e-05,Other,5.9494179715846707e-05,True
Faecalibacterium sp900539945,C00003_NAD+,0.22715414298339187,0.00021841461122908156,0.24151113878519087,5.360705222494401e-06,Other,9.10136710100917e-06,True
Faecalibacterium prausnitzii_C,C02678_Dodecanedioate,0.2271329222045549,0.0002186742471917239,0.22417411923379815,2.5022785174561597e-05,Other,3.290307057799027e-05,True
Escherichia sp004211955,C02678_Dodecanedioate,-0.22706916200723143,0.00021974238863415788,-0.226572879874134,2.0360986037343625e-05,Other,2.7853606070237517e-05,True
UMGS1322 sp905214315,C01879_5-Oxoproline,-0.22701310752847678,0.00022048848615972272,-0.2249027657549347,2.3509333162602556e-05,Other,3.126241112048212e-05,True
CAG-41 sp900066215,C00364_dTMP,0.22701939970462015,0.00022048848615972272,0.23334294522542662,1.1242223070765457e-05,Other,1.677943741905292e-05,True
Aphodousia sp900553105,C00440_5-Methyltetrahydrofolate,-0.22700752862096185,0.00022048848615972272,-0.2257477314881564,2.18629006822787e-05,Other,2.9533272985718327e-05,True
UMGS693 sp900544555,C17714_Heptanoate,-0.22696310798043123,0.00022119457934108568,-0.2826775131699197,8.492796816878648e-08,Other,2.913480897728524e-07,True
Gemmiger formicilis,C00364_dTMP,0.22694070461284585,0.00022148040041291013,0.2207169973674521,3.354893667019821e-05,Other,4.198471471898909e-05,True
Barnesiella intestinihominis,C00489_Glutarate,0.22691006198521568,0.00022192483033583866,0.22282826286878213,2.8063908821790277e-05,Other,3.6264474064637207e-05,True
HGM11417 sp900761895,C02678_Dodecanedioate,-0.2269015760831853,0.00022194421409223197,-0.24726477526841018,3.131471600929117e-06,Other,5.897309982917358e-06,True
Fimisoma sp900754795,C00134_Putrescine,0.22684974831969,0.00022279767412225265,0.23497428627393088,9.71697565141039e-06,Polyamine,1.4926229879278633e-05,True
Ventricola intestinavium,C00847_4-Pyridoxate,-0.22683532873648893,0.00022293168922332473,-0.21741582940767962,4.419928035228767e-05,Other,5.285973783917393e-05,True
Fimisoma sp900754795,C00431_5-Aminovalerate,0.22679604043657903,0.00022340201854656745,0.22456041390109363,2.4209290534209627e-05,Other,3.1938378013469164e-05,True
SIG291 sp015057605,C02656_Pimelate,-0.2268027957432454,0.00022340201854656745,-0.2175628798683898,4.366365728818831e-05,Other,5.238591156351327e-05,True
UMGS693 sp900544555,C00785_Urocanate,-0.22677187494289502,0.00022372511545305427,-0.15914765876710826,0.0029503417321629,Other,0.002974134810648085,True
Scatavimonas merdipullorum,C00954_Indole-3-acetate,-0.22676361102708223,0.00022374081886074196,-0.21277799573668543,6.465173017694118e-05,Other,7.418442934818265e-05,True
Escherichia sp004211955,C00847_4-Pyridoxate,-0.22674198606505896,0.00022401530269756053,-0.22100477971438892,3.274572229206245e-05,Other,4.126742107340566e-05,True
CAG-103 sp900757655,C00079_Phe,-0.22669523045277182,0.00022472088274504395,-0.2233133570643673,2.6929542695874424e-05,Other,3.497343207256419e-05,True
Morganella psychrotolerans_B,C00003_NAD+,0.2266907327869602,0.00022472088274504395,0.2079919627732568,9.490928071179713e-05,Other,0.00010574850218584639,True
Fusobacterium_A mortiferum,C01104_Trimethylamine N-oxide,-0.22667885009120164,0.00022480729156091744,-0.11459682612259527,0.03283993987501315,Other,0.03288927378569169,True
Holdemanella biformis,C05123_Isethionate,-0.22657466378993824,0.00022669515832154423,-0.2047996466193616,0.00012202110031098646,Other,0.0001336113350657138,True
Avimicrobium caecorum,C00300_Creatine,-0.22656614675565293,0.0002267164483154842,-0.22200684818590855,3.0088533269600415e-05,Other,3.8304943691407276e-05,True
Ruminococcus_E bromii_B,C01042_N-Acetylaspartate,0.2264479444241165,0.00022845678609481498,0.2299524555990899,1.5170672594303251e-05,Other,2.1595263479435233e-05,True
Fimimonas sp003537755,C17714_Heptanoate,-0.22644928863831695,0.00022845678609481498,-0.26255744876641324,7.029289142971349e-07,Other,1.7102893291901092e-06,True
QAMH01 sp900544245,C06104_Adipate,-0.2264491014507207,0.00022845678609481498,-0.23542864922089105,9.328544160637357e-06,Other,1.4440470836899932e-05,True
Lachnospira sp003537285,C00431_5-Aminovalerate,-0.22646287923653238,0.00022845678609481498,-0.24996510423637444,2.422045564421698e-06,Other,4.7584392228324125e-06,True
UMGS693 sp900544555,C01672_Cadaverine,0.22639382198463484,0.00022938015710650234,0.20755655554974758,9.82404943373587e-05,Polyamine,0.00010933833537825119,True
UMGS693 sp900544555,C05635_5-Hydroxyindoleacetate,-0.22637619120413124,0.00022957817116248165,-0.2432085376578423,4.580810149091817e-06,Other,8.043564792083964e-06,True
Avispirillum faecium,C00364_dTMP,-0.22636901636402568,0.00022957817116248165,-0.2353108939691504,9.427769652508219e-06,Other,1.4526609634065053e-05,True
Faecousia sp003525905,C00364_dTMP,0.22634761934089728,0.00022985576153543047,0.2268124112886503,1.9943656483760604e-05,Other,2.7376330108113388e-05,True
UBA5905 sp900763035,C05145_3-Aminoisobutyrate,0.22633012947788797,0.00023005614006511664,0.28125324903972027,9.919168865563192e-08,Other,3.2899399222431816e-07,True
UBA1685 sp900546845,3-Indoxyl sulfate,-0.22632236586087232,0.00023006354043727243,-0.1433173320221334,0.007497707358738477,Other,0.007535384280139172,True
ER4 sp900552015,C05122_Taurocholate,-0.22630549720678422,0.00023025190271402116,-0.22172193791828246,3.08225059580759e-05,Bile Acid,3.901583032667836e-05,True
Alistipes onderdonkii,2-Hydroxypentanoate,-0.2262047357535806,0.0002321146325802528,-0.23167943688864204,1.3030302443986958e-05,Other,1.892563898908781e-05,True
Negativibacillus massiliensis,"C03283_2,4-Diaminobutyrate",0.22617774070639926,0.00023221206933951542,0.22494958064769985,2.341512115079999e-05,Other,3.115784584271456e-05,True
Fusobacterium sp000235465,C02571_o-Acetylcarnitine,-0.2261919635176986,0.00023221206933951542,-0.22606854274716684,2.1266902520987472e-05,Other,2.8875631393058344e-05,True
Eubacterium_F sp003491505,C00055_CMP,0.2261783552754716,0.00023221206933951542,0.22098237749576513,3.2807589226244964e-05,Nucleotide,4.129337851006289e-05,True
UBA10281 sp900554485,C00431_5-Aminovalerate,0.22612138900648457,0.0002331951649659352,0.21089305008504225,7.528244372564469e-05,Other,8.540265879256346e-05,True
CAIFEB01 sp903789375,C05135_4-(beta-Acetylaminoethyl)imidazole,0.22610883303284454,0.00023329957416251134,0.22173514948311188,3.078809966630659e-05,Other,3.899695967866573e-05,True
UBA1206 sp000433115,C00576_Betaine aldehyde,-0.22609303036349335,0.00023346946070860482,-0.2506213743588801,2.2744418271819194e-06,Other,4.521753135550535e-06,True
UBA4248 sp004554395,C00695_Cholate,0.22603407779543788,0.00023451030124425039,0.20814073648155348,9.37955969142481e-05,Bile Acid,0.00010462420180061138,True
Negativibacillus massiliensis,C01042_N-Acetylaspartate,0.22599961284370892,0.0002350589532152401,0.22825505672643842,1.7596690112005582e-05,Other,2.4542106153424802e-05,True
UBA737 sp902762875,"C03283_2,4-Diaminobutyrate",-0.22592873073285955,0.0002361997961180941,-0.2458525738713159,3.5775590913245506e-06,Other,6.563626820776456e-06,True
Faecalibacterium prausnitzii_C,C00630_Isobutyryl CoA,0.22593228839709933,0.0002361997961180941,0.2179867987746561,4.215365776339144e-05,Other,5.091021469008628e-05,True
Faecousia sp003525905,C08262_Isovalerate,0.22590167493921245,0.00023645172332117104,0.21855547047818397,4.020539284567751e-05,Other,4.8822577833245304e-05,True
Fimimonas sp003537755,C06104_Adipate,-0.22590857507654374,0.00023645172332117104,-0.2348651472601225,9.812543078723612e-06,Other,1.5049912697428852e-05,True
Faecousia sp003525905,C00489_Glutarate,0.22581608697575217,0.00023805083830047576,0.232929078596748,1.1663915108979862e-05,Other,1.7292683630807802e-05,True
Faecalibacterium sp900539945,C02037_Gly-Gly,-0.2257040011506463,0.0002402074565689351,-0.17547801452008416,0.0010288932559464818,Other,0.0010466869338214464,True
Ruminococcus_E sp905215855,C05629_3-Phenylpropionate,0.22557462608926,0.00024274330731013433,0.2049041903062728,0.00012102845668037464,Other,0.0001326339251291777,True
Faecousia sp003525905,C00378_Thiamine,0.2255276049383723,0.00024357340965106445,0.20746005368490647,9.899354222510618e-05,Other,0.00011005396578666613,True
Acidaminococcus fermentans,C00134_Putrescine,0.22550532799432937,0.0002438867362558998,0.2017207775982409,0.00015492222731557705,Polyamine,0.00016703205101409926,True
CAG-41 sp900066215,C05984_2-Hydroxybutyrate,-0.22547378431376305,0.0002443951780711217,-0.24121502740825287,5.5091197878370805e-06,Other,9.25125069326126e-06,True
Gemmiger sp900540595,2-Hydroxypentanoate,-0.22541677909736985,0.0002453946254222955,-0.21419910057964303,5.759022341020636e-05,Other,6.681000395615587e-05,True
UMGS693 sp900544555,C00300_Creatine,0.22540395977911185,0.0002453946254222955,0.22506589985978512,2.3182582150797673e-05,Other,3.0930730021077616e-05,True
CAG-488 sp016292785,C02714_N-Acetylputrescine,0.2253970506043142,0.0002453946254222955,0.23446162011696253,1.0173711448485662e-05,Other,1.5485101139247583e-05,True
Lachnospira sp003537285,C00847_4-Pyridoxate,0.22541048875813796,0.0002453946254222955,0.221974106481766,3.0172032068043345e-05,Other,3.8338033123307934e-05,True
Ventricola intestinavium,C00803_Valerate,-0.22531752636389912,0.00024692238152470734,-0.2627073713064342,6.923798692074108e-07,Other,1.6889760719212908e-06,True
Gemmiger qucibialis,C00431_5-Aminovalerate,-0.22528188022395326,0.00024736920806468977,-0.19976977412245053,0.00017989470642773984,Other,0.000191683224749856,True
UMGS687 sp900545735,C00423_trans-Cinnamate,-0.22528799643375322,0.00024736920806468977,-0.21304854560775782,6.324741238789636e-05,Other,7.26665886366721e-05,True
Lactobacillus amylolyticus,3-Indoxyl sulfate,-0.22527318428993454,0.00024739896879745265,-0.18364850574329702,0.0005861710570890957,Other,0.0006012010841939443,True
Avimicrobium caecorum,C00055_CMP,0.22522036854395697,0.00024836828727110844,0.22574428499298352,2.1869388645924423e-05,Nucleotide,2.9533272985718327e-05,True
Parolsenella sp900552935,C00431_5-Aminovalerate,0.2252031852508388,0.00024857943903880956,0.18412814298819172,0.00056670355092442,Other,0.0005824291376407194,True
Escherichia ruysiae,C00847_4-Pyridoxate,-0.22518388147272797,0.0002488361467555567,-0.21598524670299654,4.97440763358771e-05,Other,5.872972412736376e-05,True
Flemingibacterium merdigallinarum,C00431_5-Aminovalerate,0.22514603087255491,0.0002494901711820942,0.20467787045658595,0.0001231870007650296,Other,0.00013477790018055755,True
Alistipes putredinis,C00314_Pyridoxine,0.22509574273109892,0.0002504130866599274,0.2187731740899386,3.94823132789547e-05,Other,4.814916253531061e-05,True
Christensenella intestinihominis,C05635_5-Hydroxyindoleacetate,-0.22508059594797436,0.00025058235529340007,-0.2328440650491499,1.1752377414802261e-05,Other,1.7410929503410755e-05,True
Ventricola intestinavium,C00408_Pipecolate,-0.2250557219687951,0.0002509612394999992,-0.23188996030211975,1.27899291753796e-05,Other,1.868934235493216e-05,True
Faecalibacterium prausnitzii_D,C00407_Ile,-0.22502310587805496,0.00025150777312367634,-0.2171989874197182,4.5000447961738703e-05,Amino Acid,5.373187816327009e-05,True
CAG-488 sp900539465,C06103_6-Hydroxyhexanoate,-0.22499849574422184,0.000251882410789122,-0.21839664449229967,4.0740791029678994e-05,Other,4.938277700567151e-05,True
CAG-177 sp003538135,C06103_6-Hydroxyhexanoate,0.2249496699401844,0.0002527822296925476,0.22481315688043937,2.369066780993824e-05,Other,3.14632595939719e-05,True
Ruminococcus_E bromii_B,C03264_2-Hydroxy-4-methylpentanoate,-0.22490938369509234,0.0002534993966229835,-0.23401443736827923,1.0588709296965354e-05,Other,1.5982957429381667e-05,True
Avimicrobium caecorum,C00003_NAD+,0.2248426925583022,0.00025442948843208755,0.2315628304686257,1.3165282708193219e-05,Other,1.909395606699524e-05,True
Lachnospira sp003537285,C01672_Cadaverine,-0.22484031417390687,0.00025442948843208755,-0.2445285453090616,4.05040226396922e-06,Polyamine,7.248855704865646e-06,True
CAG-170 sp000432135,C00314_Pyridoxine,0.22483768594180314,0.00025442948843208755,0.23401788386345213,1.058545017593567e-05,Other,1.5982957429381667e-05,True
Bulleidia intestinalis,C06104_Adipate,-0.2248427443780471,0.00025442948843208755,-0.22829641466851322,1.7533434972612714e-05,Other,2.4505150206307075e-05,True
Alistipes shahii,C01959_Taurocyamine,0.22481230255631787,0.00025466762753702016,0.22250716440184068,2.8839499831757892e-05,Other,3.697371773302294e-05,True
CAG-83 sp000435555,C00695_Cholate,-0.2248163161676812,0.00025466762753702016,-0.21791356075223203,4.2410957021235834e-05,Bile Acid,5.112833878388889e-05,True
Ruminococcus_E bromii_B,C05122_Taurocholate,-0.22480124275154947,0.00025475126325840574,-0.20749250818111792,9.873968160676084e-05,Bile Acid,0.0001098327937783769,True
UBA737 sp902762875,C01672_Cadaverine,0.22478158014778488,0.0002550230034419014,0.19551134212840607,0.0002480596924637878,Polyamine,0.0002608156602115317,True
Acutalibacter sp910580045,C08277_Sebacate,-0.2247368322432944,0.00025584455271502536,-0.2454725977785041,3.707573640563781e-06,Other,6.76564532949595e-06,True
Lactobacillus amylolyticus,C00366_Urate,-0.22472459359171043,0.00025595464245974537,-0.1646554452613276,0.0020898820690279808,Other,0.002110991988917152,True
Alistipes_A ihumii,C02714_N-Acetylputrescine,-0.22470861319352817,0.00025614697808972457,-0.2170436079290068,4.55829420033674e-05,Other,5.433008582046174e-05,True
CAG-170 sp000432135,C00423_trans-Cinnamate,0.22469218259678383,0.0002563494191758865,0.21696864665899632,4.58664993627635e-05,Other,5.4635496560766526e-05,True
