species,metabolite,rho,pval,qval,pathway,metabolite_name
Bacillus_T coahuilensis,C01035_gamma-Guanidinobutyrate,0.12498894248832262,0.019857739427525452,0.031514277912534215,Other,C01035
Cupidesulfovibrio vulgaris_A,C00311_Isocitrate,-0.12498399702466444,0.01986266023682525,0.03151920219532091,Other,C00311
UBA9506 sp003506415,C02378_6-Aminohexanoate,-0.12498169940602845,0.019864946761860125,0.03151994572683544,Other,C02378
Porphyromonas circumdentaria,C00299_Uridine,-0.12496785063916366,0.019878733509000934,0.03153604918831167,Other,C00299
Enterocloster sp001517625,C00386_Carnosine,0.12496829939734004,0.01987828663016989,0.03153604918831167,Other,C00386
Anaerostipes caccae,C00482_Sinapate,-0.1249553387865446,0.01989119647980515,0.031550047074088525,Other,C00482
Faecimonas sp900554315,C00152_Asn,-0.12495556354472374,0.01989097253982807,0.031550047074088525,Other,C00152
CAG-170 sp000432135,C00588_Phosphorylcholine,0.12495244906195381,0.01989407587996212,0.03155172773571014,Other,C00588
Ruminiclostridium_E sp003512525,C01042_N-Acetylaspartate,0.12494578950300965,0.01990071302516913,0.031559367276171445,Other,C01042
Prevotella sp900554835,C00122_Fumarate,-0.12493202996806005,0.01991443234705058,0.031578235598423536,Other,C00122
Erwinia mallotivora,C03264_2-Hydroxy-4-methylpentanoate,-0.12492711168380798,0.019919338251313402,0.03158312634670981,Other,C03264
Galloscillospira_B excrementipullorum,C02678_Dodecanedioate,-0.12492403345861496,0.019922409262631516,0.03158510715028394,Other,C02678
Alistipes_A ihumii,3-Indoxyl sulfate,0.1249100491299871,0.019936366000682257,0.031603229063996374,Other,3-Indoxyl sulfate
Prevotella sp900551985,C00364_dTMP,0.12490892802292566,0.019937485263697794,0.031603229063996374,Other,C00364
Aminipila sp004103735,C00042_Succinate,0.12490356993714168,0.019942835290551856,0.03160540897216998,Other,C00042
Avanaerovorax faecigallinarum,C01089_3-Hydroxybutyrate,0.12490024876665241,0.019946152092137726,0.03160540897216998,Other,C01089
Caecibacter sp003467125,C02571_o-Acetylcarnitine,-0.12490130814634452,0.01994509405395773,0.03160540897216998,Other,C02571
Dielma fastidiosa,C00440_5-Methyltetrahydrofolate,-0.12490044606630445,0.019945955038633504,0.03160540897216998,Other,C00440
Fusobacterium_A mortiferum,C00398_Tryptamine,0.12489201847582015,0.019954373622558357,0.03161554691290476,Indole / Tryptophan,C00398
Eubacterium_T sp900766045,C00245_Taurine,0.12487427472817206,0.019972108503734598,0.03164075449906346,Other,C00245
CAG-488 sp900539465,C00245_Taurine,0.12487111544093023,0.019975267648568558,0.031642868021094714,Other,C00245
Prevotella stercorea,C03795_N6-Methyl-2'-deoxyadenosine,-0.12486217550146991,0.019984209538385214,0.03164790856164373,Other,C03795
Fretibacterium fastidiosum,C05629_3-Phenylpropionate,-0.1248588103254528,0.019987576349636566,0.03164790856164373,Other,C05629
Escherichia ruysiae,C00357_N-Acetylglucosamine 6-phosphate,0.12486142193463753,0.019984963428566878,0.03164790856164373,Other,C00357
CAG-793 sp013333035,3-Indoxyl sulfate,-0.12486007442608807,0.019986311576936113,0.03164790856164373,Other,3-Indoxyl sulfate
Caccoplasma merdipullorum,C00245_Taurine,0.12485962712368724,0.019986759109195812,0.03164790856164373,Other,C00245
Actinomyces sp900323545,C00214_Thymidine,0.12485507662100839,0.01999131244526853,0.0316509337207621,Other,C00214
ER4 sp000765235,C00637_Indole-3-acetaldehyde,0.12485168340214767,0.01999470836366276,0.031653419796309805,Other,C00637
CAG-873 sp002633115,C07151_Metformin,-0.124849465893653,0.01999692790718979,0.031654043280823205,Other,C07151
Aphodovivens excrementavium,C00366_Urate,-0.12482386016731349,0.020022572647377074,0.031683042772237845,Other,C00366
Alloprevotella sp900540885,C06103_6-Hydroxyhexanoate,-0.12482015231035322,0.020026288521676545,0.031683042772237845,Other,C06103
Prevotella sp000436035,C00383_Malonate,-0.12481475931491894,0.02003169424785277,0.031683042772237845,Other,C00383
Escherichia sp002965065,C01425_Glu-Glu,0.12481803553788522,0.0200284101398554,0.031683042772237845,Other,C01425
Streptococcus parauberis,C06104_Adipate,0.12481980359989034,0.02002663801696921,0.031683042772237845,Other,C06104
Oribacterium sp900318695,C01585_Hexanoate,-0.12481656385818087,0.020029885303629893,0.031683042772237845,Other,C01585
CAG-269 sp000437215,C04677_AICAR,-0.1248279251194079,0.020018499594331753,0.031683042772237845,Other,C04677
Neisseria flavescens_C,C00134_Putrescine,-0.12482200288471645,0.02002443387099343,0.031683042772237845,Polyamine,C00134
Eubacterium_R sp910577195,C06103_6-Hydroxyhexanoate,-0.12481483891403149,0.020031614451619155,0.031683042772237845,Other,C06103
Ruminococcus_E bromii_B,"C00986_1,3-Diaminopropane",-0.12480966125003229,0.020036805513128555,0.03168742343870621,Other,C00986
Anaerovibrio sp900768695,C00242_Guanine,-0.12480716664776184,0.02003930698759536,0.03168742343870621,Other,C00242
Agathobacter faecis,C00055_CMP,0.12480652861428668,0.020039946822321696,0.03168742343870621,Nucleotide,C00055
Alistipes avistercoris,C02230_3-Methylguanine,0.12479760720334666,0.0200488952793272,0.03169868195814107,Other,C02230
Cetobacterium_A sp000799075,C00388_Histamine,0.12479314744803921,0.020053369856360106,0.031702865557542766,Other,C00388
Prevotella sp002297965,C02918_1-Methylnicotinamide,-0.1247844408693445,0.02006210787169493,0.031713787953997694,Other,C02918
Faecimonas sp905209745,C00475_Cytidine,-0.12478204489355671,0.020064513079021212,0.03171469849248516,Other,C00475
CAG-1427 sp900542265,C00670_Glycerophosphorylcholine,-0.12477574397454641,0.0200708394710098,0.03171904369380485,Other,C00670
Acetatifactor intestinalis,C01008_Trimethylsulfonium,0.12477478302378336,0.020071804458962228,0.03171904369380485,Other,C01008
Cupidesulfovibrio vulgaris_A,C06524_Nornicotine,0.1247738410233179,0.02007275045613259,0.03171904369380485,Other,C06524
Holdemanella sp003436425,C00262_Hypoxanthine,0.12477184874131675,0.02007475131857366,0.031719314532163506,Other,C00262
Onthousia sp900758495,C00163_Propionate,-0.12476714616988119,0.02007947483057038,0.03172388687920806,SCFA,C00163
Clostridium butyricum,C04137_Octopine,-0.12476379767375806,0.020082838826192606,0.03172631066683621,Other,C04137
Enorma burkinafasonensis,C00719_Betaine,0.12475887088749739,0.020087789307876577,0.031731240071060866,Other,C00719
Agathobacter sp900546625,C00270_N-Acetylneuraminate,-0.12475348531194158,0.020093201998436228,0.031736898628850076,Other,C00270
Limivicinus faecipullorum,C00791_Creatinine,0.12474675440677489,0.020099968573630528,0.031741802999326545,Other,C00791
CAG-488 sp000434055,C00398_Tryptamine,0.12474798327436304,0.0200987330460081,0.031741802999326545,Indole / Tryptophan,C00398
Escherichia coli_E,C02630_2-Hydroxyglutarate,-0.12473847015912919,0.0201082994411813,0.03175206700466315,Other,C02630
Fimimonas sp003537755,C01042_N-Acetylaspartate,-0.12473210680229008,0.02011470064524217,0.031759282377489186,Other,C01042
Dialister sp900541605,3-Indoxyl sulfate,-0.12472594691619812,0.020120898854837175,0.031766175955669905,Other,3-Indoxyl sulfate
Catenibacterium sp900764565,C05598_Phenaceturate,0.12471375934364287,0.020133167141887974,0.03177404169790396,Other,C05598
Alectryocaccomicrobium faecavium,C03264_2-Hydroxy-4-methylpentanoate,0.1247137152257131,0.02013321156380049,0.03177404169790396,Other,C03264
Escherichia fergusonii,C06103_6-Hydroxyhexanoate,-0.12471847975371049,0.02012841469908108,0.03177404169790396,Other,C06103
Cellulosilyticum lentocellum,C00178_Thymine,0.12471664234853111,0.020130264457033913,0.03177404169790396,Other,C00178
Egerieicola pullicola,C17714_Heptanoate,-0.12469826756591768,0.020148770897677585,0.031778026554507,Other,C17714
Ruminococcus_E sp905215855,C01586_Hippurate,0.12469665140011939,0.02015039935057388,0.031778026554507,Other,C01586
Faecivivens stercoripullorum,C01104_Trimethylamine N-oxide,-0.12469898662637811,0.02014804640722601,0.031778026554507,Other,C01104
Aphodosoma sp900769035,C00191_Glucuronate,-0.12469823278826522,0.02014880593852758,0.031778026554507,Other,C00191
Galloscillospira_B excrementipullorum,C00364_dTMP,-0.12470644612620714,0.020140531912120396,0.031778026554507,Other,C00364
Paramuribaculum sp910588065,C02835_Imidazole-4-acetate,0.12470277543627963,0.02014422935990591,0.031778026554507,Other,C02835
Bulleidia intestinalis,C06423_Octanoate,-0.12470920908931772,0.020137749197087332,0.031778026554507,Other,C06423
Lactobacillus porci,C01672_Cadaverine,0.12470037927964114,0.020146643301697912,0.031778026554507,Polyamine,C01672
Neisseria subflava,C00408_Pipecolate,0.12467504194319048,0.020172184084643413,0.031785290320606965,Other,C00408
Clostridium sp900540255,C00042_Succinate,0.12467208034469547,0.020175171298781845,0.031785290320606965,Other,C00042
Acetatifactor intestinalis,C01035_gamma-Guanidinobutyrate,0.12467976297292305,0.020167423015990362,0.031785290320606965,Other,C01035
UBA5884 sp002431975,C00386_Carnosine,0.12467448543069341,0.02017274538124201,0.031785290320606965,Other,C00386
Faecalibacterium prausnitzii_G,C05598_Phenaceturate,-0.12467570401952972,0.020171516334388746,0.031785290320606965,Other,C05598
CAG-177 sp003538135,C02378_6-Aminohexanoate,0.12467998641291665,0.020167197705207127,0.031785290320606965,Other,C02378
Duncaniella sp910577345,C06104_Adipate,-0.12467663016868566,0.02017058228046595,0.031785290320606965,Other,C06104
Lachnospira sp000436475,C05629_3-Phenylpropionate,0.12467442276750589,0.020172808583968267,0.031785290320606965,Other,C05629
Prevotella sp900550035,C01959_Taurocyamine,-0.12468210284835575,0.020165063658009946,0.031785290320606965,Other,C01959
Thermophilibacter provencensis,C01879_5-Oxoproline,-0.1246722687072495,0.020174981295586814,0.031785290320606965,Other,C01879
Morganella psychrotolerans_B,"C03283_2,4-Diaminobutyrate",0.12468004049404843,0.02016714317160046,0.031785290320606965,Other,C03283
Dialister hominis,C00489_Glutarate,-0.12466633618607398,0.020180966235739867,0.03179153121890404,Other,C00489
UBA1685 sp900546845,C00262_Hypoxanthine,-0.1246573961506814,0.02018998817772861,0.03180285409516295,Other,C00262
CAG-274 sp000432155,C01042_N-Acetylaspartate,-0.12465513507676207,0.020192270522198772,0.031803559803223316,Other,C01042
Gemmiger qucibialis,C03570_Mannosamine,-0.12464643626077193,0.020201053260447122,0.03181450280948608,Other,C03570
UBA3839 sp002393575,C00079_Phe,0.12464192351193262,0.02020561085353987,0.031818790279625274,Other,C00079
UBA3818 sp904397845,C00803_Valerate,0.12463634085555075,0.02021125022214761,0.031824780342529765,Other,C00803
UMGS902 sp900761025,C05122_Taurocholate,0.12462694310028363,0.020220746534164183,0.031827741374472994,Bile Acid,C05122
Egerieicola pullicola,C02571_o-Acetylcarnitine,0.12462601926534426,0.020221680266819836,0.031827741374472994,Other,C02571
Cellulosilyticum lentocellum,C00311_Isocitrate,-0.1246252718202969,0.02022243574720181,0.031827741374472994,Other,C00311
Megamonas sp900556715,C01046_N-Methylglutamate,-0.1246222135421991,0.02022552715843248,0.031827741374472994,Other,C01046
Clostridium_P perfringens,C00378_Thiamine,0.12462176483372209,0.02022598076271447,0.031827741374472994,Other,C00378
Butyricicoccus avistercoris,C00311_Isocitrate,-0.12462713868485124,0.020220548858960952,0.031827741374472994,Other,C00311
Phascolarctobacterium faecium,C05607_3-Phenyllactate,-0.12462592677680547,0.0202217737483183,0.031827741374472994,Other,C05607
Cetobacterium_A sp000799075,C05629_3-Phenylpropionate,0.12461640674460046,0.020231397996191385,0.03183048806333632,Other,C05629
Collinsella tanakaei,C05582_Homovanillate,-0.12461764286127805,0.020230148123013093,0.03183048806333632,Other,C05582
Limivicinus faecipullorum,C00152_Asn,-0.12461148841859099,0.02023637172176521,0.03183542445440207,Other,C00152
Fimisoma sp900754795,C00346_Ethanolamine phosphate,-0.12460107415494127,0.020246906796625084,0.03184910815096042,Other,C00346
CAG-103 sp900543625,2-Hydroxyoctanoate,-0.1245977716999316,0.020250248556745596,0.03185022607820104,Other,2-Hydroxyoctanoate
Desulfovibrio intestinigallinarum,C00630_Isobutyryl CoA,0.12459500881595154,0.020253044692067915,0.03185022607820104,Other,C00630
Fimisoma sp000435715,C00417_cis-Aconitate,0.12459492597676401,0.020253128533404455,0.03185022607820104,Other,C00417
RGIG8773 sp018110825,C05660_5-Methoxyindoleacetate,-0.12458682384254294,0.020261330140320312,0.031857361383649876,Other,C05660
CAG-488 sp000434915,C00055_CMP,-0.12458681347424509,0.020261340637761402,0.031857361383649876,Nucleotide,C00055
Gallimonas faecium,C00245_Taurine,0.1245764401036476,0.020271845582004216,0.03187098827537079,Other,C00245
Avanaerovorax faecigallinarum,C00214_Thymidine,-0.12457447437160941,0.020273836780098736,0.03187122876900461,Other,C00214
Tidjanibacter inops_A,C00364_dTMP,0.12457246342433595,0.020275873954990666,0.0318715414897215,Other,C00364
Cryptobacterium curtum,C05123_Isethionate,-0.12456850313689515,0.02027988641406993,0.0318720694930334,Other,C05123
Acetatifactor sp003447295,C00123_Leu,-0.12457012152916395,0.02027824661825559,0.0318720694930334,Amino Acid,C00123
CAG-485 sp910578075,C00642_p-Hydroxyphenylacetate,-0.1245625979491585,0.020285870675972043,0.031878584771141416,Other,C00642
Anaeroglobus vaginalis,C05607_3-Phenyllactate,-0.12455426785260346,0.020294314925720678,0.0318889643086954,Other,C05607
Finegoldia sp900766215,C00383_Malonate,-0.12454621910881244,0.02030247686722625,0.03189889840724683,Other,C00383
UBA4334 sp902801475,C05629_3-Phenylpropionate,-0.12453713732716533,0.020311689798771536,0.03191048185312621,Other,C05629
Acetatifactor intestinalis,C00123_Leu,-0.12450751020018967,0.020341770021153404,0.03194676830776421,Amino Acid,C00123
Escherichia coli_E,C01046_N-Methylglutamate,-0.12450876631167572,0.020340493914640226,0.03194676830776421,Other,C01046
Clostridium saudiense,C17714_Heptanoate,-0.12450712906833408,0.020342157233689984,0.03194676830776421,Other,C17714
Cellulosilyticum pullistercoris,C00024_Acetyl CoA,0.12450926751738599,0.020339984750047207,0.03194676830776421,Other,C00024
Lachnospira sp000437735,C02835_Imidazole-4-acetate,0.12450129889903368,0.02034808121711031,0.03195317744246522,Other,C02835
Duodenibacillus intestinavium,C00931_Porphobilinogen,0.12449481477916924,0.020354671433752934,0.03196063152675316,Other,C00931
Pauljensenia turicensis,C00299_Uridine,0.12448749502953625,0.020362113180665244,0.03196942120133786,Other,C00299
Acutalibacter sp910580045,C01089_3-Hydroxybutyrate,0.12447848252681892,0.020371279139340174,0.031980916128022445,Other,C01089
QWKK01 sp009911695,C00378_Thiamine,-0.12446882650061203,0.020381103554996994,0.03199344259271506,Other,C00378
CAG-170 sp000432135,C00417_cis-Aconitate,0.12446180406839785,0.020388251034211307,0.03200176502183195,Other,C00417
Ruminiclostridium_E sp003512525,C00386_Carnosine,-0.12445290432094964,0.020397312385155297,0.0320101920830759,Other,C00386
Collinsella phocaeensis,C06423_Octanoate,-0.1244534487922859,0.02039675792676992,0.0320101920830759,Other,C06423
Tidjanibacter inops_A,C00576_Betaine aldehyde,0.12444295861832687,0.020407442821989478,0.03201860598571414,Other,C00576
Copromorpha sp905193765,C01047_N-gamma-Ethylglutamine,-0.12444359622210827,0.020406793244124363,0.03201860598571414,Other,C01047
Ventricola intestinavium,C04677_AICAR,-0.1244422016552589,0.02040821402400086,0.03201860598571414,Other,C04677
Prevotella sp002300055,C00242_Guanine,0.12443939660154778,0.020411072063184377,0.03202019249289637,Other,C00242
Eubacterium_G ventriosum,C02037_Gly-Gly,-0.12443272501595602,0.020417871066838747,0.03202796060407583,Other,C02037
Neisseria subflava,C00576_Betaine aldehyde,0.1244283109717728,0.020422370494200738,0.032032120465754696,Other,C00576
Streptococcus sp003686955,2-Hydroxypentanoate,-0.12441845653867027,0.02043241865391292,0.03204498187440454,Other,2-Hydroxypentanoate
UMGS693 sp900544555,C08262_Isovalerate,-0.12441273158293502,0.02043825812696555,0.03205124090135028,Other,C08262
Holdemania sp904395815,C01672_Cadaverine,0.12440900681264475,0.020442058182662527,0.032051402131579206,Polyamine,C01672
UBA10677 sp900543755,C11527_4-Hydroxymandelate,-0.12440928169663495,0.02044177772172366,0.032051402131579206,Other,C11527
Megasphaera massiliensis,C00493_Shikimate,-0.1243981451203123,0.02045314291601928,0.03206588225679919,Other,C00493
Peptococcus niger,C02630_2-Hydroxyglutarate,-0.12438850716947447,0.02046298314902834,0.032069710009749015,Other,C02630
Alectryocaccomicrobium faecavium,"C04259_N-alpha,N-alpha-Dimethylhistidine",-0.12439326257181152,0.02045812742620784,0.032069710009749015,Other,C04259
CAG-115 sp000432175,C05145_3-Aminoisobutyrate,0.12438901836401282,0.020462461122269855,0.032069710009749015,Other,C05145
CAG-115 sp000432175,C00576_Betaine aldehyde,-0.12439197906414358,0.020459437912298588,0.032069710009749015,Other,C00576
Faecivicinus avistercoris,C00408_Pipecolate,-0.12438137162280542,0.02047027110548021,0.03207823214269847,Other,C00408
Phascolarctobacterium_A sp900770955,C00152_Asn,-0.12436592561989022,0.020486054743679684,0.032100064812102876,Other,C00152
Lactobacillus porci,C01042_N-Acetylaspartate,-0.12435040746189181,0.020501922754934617,0.03212202572971773,Other,C01042
Anaerovibrio sp900768695,C03264_2-Hydroxy-4-methylpentanoate,0.12434450776019364,0.0205079582634331,0.03212857869082887,Other,C03264
Actinomyces gerencseriae,C01104_Trimethylamine N-oxide,-0.12434255979245919,0.020509951410720168,0.032128798117009964,Other,C01104
UBA4334 sp902801475,C01089_3-Hydroxybutyrate,0.12432295891846358,0.020530016254195024,0.03215732422217304,Other,C01089
Bulleidia intestinalis,C00803_Valerate,-0.12430145635982692,0.02055204739893316,0.03218892482409243,Other,C00803
Fimisoma sp000435715,C00482_Sinapate,0.12428843622437326,0.020565397576911577,0.03220692468507749,Other,C00482
Scatomorpha stercorigallinarum,C00483_Tyramine,0.1242683016844514,0.02058605732396919,0.03222850385300289,Other,C00483
Paraclostridium tenue,C04137_Octopine,-0.12427295780408822,0.020581278149029672,0.03222850385300289,Other,C04137
Faecousia sp003525905,C02710_N-Acetylleucine,0.12426776127718993,0.020586612075903045,0.03222850385300289,Other,C02710
Parasutterella excrementihominis,C01035_gamma-Guanidinobutyrate,-0.12426977341580936,0.020584546592497865,0.03222850385300289,Other,C01035
Olsenella_I phocaeensis,C08277_Sebacate,-0.12424615730668594,0.02060880013957862,0.032260326545685634,Other,C08277
QAMH01 sp900544245,C00719_Betaine,0.12423744466399463,0.020617754213565237,0.032265603624406,Other,C00719
Christensenella sp014287795,C00417_cis-Aconitate,-0.12423864177540864,0.02061652372953892,0.032265603624406,Other,C00417
Alistipes onderdonkii,C01744_3-(4-Hydroxyphenyl)propionate,-0.12424003671150767,0.020615089986374152,0.032265603624406,Other,C01744
CAG-488 sp000434915,C00489_Glutarate,-0.12421628135807994,0.020639518031050883,0.03229674761934659,Other,C00489
Faecalibacterium prausnitzii_G,C00407_Ile,-0.12421197323911382,0.020643950835772147,0.03230076884673021,Amino Acid,C00407
QWKK01 sp009911695,C00642_p-Hydroxyphenylacetate,-0.12419295937784225,0.02066352487164912,0.03232847809282192,Other,C00642
UBA5884 sp002431975,C08262_Isovalerate,-0.12419043264428321,0.02066612725863468,0.03232963226655311,Other,C08262
Prevotella sp900550035,C02835_Imidazole-4-acetate,-0.12418134898813989,0.020675485240376688,0.03234135358152752,Other,C02835
Prevotella sp900557405,C00366_Urate,-0.12417878897719871,0.02067812322773505,0.032342562067881844,Other,C00366
Prevotella sp900290275,C05582_Homovanillate,-0.12417332916114773,0.020683750322602418,0.03234844516446696,Other,C05582
UBA5884 sp002431975,C01425_Glu-Glu,0.12416276960805085,0.020694637172677405,0.0323625524758619,Other,C01425
Avanaerovorax faecigallinarum,C00407_Ile,0.12415711652427855,0.020700467519687606,0.03236875052816953,Amino Acid,C00407
Pauljensenia turicensis,C00123_Leu,-0.1241530956132435,0.020704615381761386,0.032372316844528716,Amino Acid,C00123
Prevotella sp900557405,C05984_2-Hydroxybutyrate,-0.12414255411811731,0.02071549312551116,0.03238348388874875,Other,C05984
CAG-83 sp002438575,C00791_Creatinine,0.12414304333565589,0.020714988193353743,0.03238348388874875,Other,C00791
Escherichia coli,C17714_Heptanoate,-0.12414050503803287,0.020717608142117927,0.03238387035413276,Other,C17714
Prevotella sp002440225,2-Hydroxyoctanoate,-0.1241375180491809,0.02072069158383873,0.03238577036695176,Other,2-Hydroxyoctanoate
CAG-269 sp001916035,C00314_Pyridoxine,0.12412603367237465,0.020732550512941414,0.03240138460369373,Other,C00314
Ruminococcus_E sp905215855,C05984_2-Hydroxybutyrate,-0.12411885933790473,0.020739961820893913,0.03241004579095617,Other,C05984
Holdemania sp904395815,C00092_G6P,-0.12410761258832806,0.020751584686726336,0.03242528616604733,Other,C00092
UBA4372 sp900543815,C01035_gamma-Guanidinobutyrate,-0.12410391074033954,0.02075541156917383,0.03242559735428611,Other,C01035
Alistipes onderdonkii,C00262_Hypoxanthine,0.12410380175055691,0.020755524249502087,0.03242559735428611,Other,C00262
CAG-488 sp000434055,C00123_Leu,0.1240815808384059,0.020778508684750834,0.03245565617803693,Amino Acid,C00123
Spyradomonas sp900547585,C06103_6-Hydroxyhexanoate,-0.12408159022163356,0.020778498974449933,0.03245565617803693,Other,C06103
Lactobacillus helveticus,_DCA,0.12407124135288722,0.020789210969518197,0.03246631309373252,Other,_DCA
Anaeroglobus vaginalis,C06423_Octanoate,-0.12407189061754499,0.020788538782249042,0.03246631309373252,Other,C06423
UBA737 sp902762875,C01879_5-Oxoproline,-0.12406956264751176,0.020790949029859968,0.03246631309373252,Other,C01879
Ruminococcus_D bicirculans,C01425_Glu-Glu,-0.12406296469434608,0.020797781492682448,0.032474057593671495,Other,C01425
QWKK01 sp009911695,C00123_Leu,0.12404883913426339,0.020812415666655325,0.03249398134430167,Amino Acid,C00123
Clostridium butyricum,C00475_Cytidine,-0.12404305825017278,0.020818407277445758,0.0324984288199361,Other,C00475
Avispirillum faecium,C05122_Taurocholate,0.12404247382746211,0.020819013087036008,0.0324984288199361,Bile Acid,C05122
UBA4334 sp902801475,C11527_4-Hydroxymandelate,-0.12403691447505409,0.020824776648295455,0.03250048344634808,Other,C11527
UBA10281 sp900554485,C00152_Asn,-0.12403578007941476,0.02082595288320032,0.03250048344634808,Other,C00152
UBA1829 sp900548385,C02678_Dodecanedioate,-0.12403584242157531,0.020825888240212354,0.03250048344634808,Other,C02678
Butyricicoccus avistercoris,C00493_Shikimate,-0.12402793306045913,0.020834090898216973,0.032510257221967945,Other,C00493
Cryptobacteroides merdigallinarum,C06104_Adipate,-0.12402495410970187,0.0208371810419437,0.032512153069224246,Other,C06104
Intestinibacter sp900540355,C00407_Ile,-0.12402299042046666,0.02083921824578221,0.03251240582609304,Amino Acid,C00407
Porphyromonas endodontalis,C02714_N-Acetylputrescine,-0.12402097996494914,0.020841304145759142,0.0325127345041544,Other,C02714
Lachnospira sp000436475,C00186_Lactate,-0.1240181078856384,0.020844284317176873,0.03251445807388328,Other,C00186
UMGS124 sp900539345,C00134_Putrescine,0.1240123637270169,0.020850245769471108,0.03252083133780947,Polyamine,C00134
Faecousia sp000434635,C00791_Creatinine,-0.12400087540977392,0.020862173112932283,0.032531742524380285,Other,C00791
Prevotella sp900544495,C00311_Isocitrate,-0.12399987219458806,0.02086321494704323,0.032531742524380285,Other,C00311
Enterosoma sp900763245,C00398_Tryptamine,0.12400124045524338,0.020861794026183492,0.032531742524380285,Indole / Tryptophan,C00398
Evtepia excrementipullorum,C00475_Cytidine,0.12399839737840979,0.02086474661847438,0.032531742524380285,Other,C00475
Cellulosilyticum ruminicola,"C04259_N-alpha,N-alpha-Dimethylhistidine",-0.12399590928646873,0.020867330849372607,0.03253218500808744,Other,C04259
Porphyromonas endodontalis,C00242_Guanine,0.12399451116493272,0.02086878311569665,0.03253218500808744,Other,C00242
Collinsella sp900548365,"C00986_1,3-Diaminopropane",0.12397704252844154,0.02088693565192425,0.03255706606993375,Other,C00986
UBA5884 sp002431975,C00931_Porphobilinogen,-0.12397553829098633,0.020888499421037203,0.03255706606993375,Other,C00931
Peptacetobacter hiranonis,C05984_2-Hydroxybutyrate,-0.12396678193035854,0.020897604340251744,0.032568329352924474,Other,C05984
CAG-873 sp910578035,C05584_4-Hydroxy-3-methoxymandelate,-0.12396393297092191,0.020900567448719366,0.03257001963202376,Other,C05584
Centipeda sp001717585,C00003_NAD+,0.12396186853540696,0.020902714827606948,0.03257043854417626,Other,C00003
CAG-177 sp002438685,C00491_Cystine,-0.12394747780693639,0.020917689055452226,0.03258791381466715,Other,C00491
Veillonella_A sp000431435,C03795_N6-Methyl-2'-deoxyadenosine,-0.12394899395051469,0.020916110998411147,0.03258791381466715,Other,C03795
Cupidesulfovibrio vulgaris_A,C00847_4-Pyridoxate,0.12393853227128081,0.020927001995457977,0.03259949331511684,Other,C00847
Agathobacter rectalis,C05584_4-Hydroxy-3-methoxymandelate,-0.12393449389376256,0.020931207412740325,0.032600186320705334,Other,C05584
Johnsonella sp905373785,C01042_N-Acetylaspartate,0.12393453037769567,0.020931169416436895,0.032600186320705334,Other,C01042
Escherichia sp004211955,C00630_Isobutyryl CoA,-0.1239304078978148,0.02093546316438609,0.03260230332990436,Other,C00630
Actinomyces sp900323545,2-Hydroxyoctanoate,-0.12392957817826451,0.02093632744694631,0.03260230332990436,Other,2-Hydroxyoctanoate
46-32 sp003243445,C11118_1-Methyl-2-pyrrolidinone,-0.12392548085931057,0.020940595898803836,0.032606021705744136,Other,C11118
Leptotrichia wadei,C00431_5-Aminovalerate,-0.12391184095114076,0.020954810946899837,0.03262390682262056,Other,C00431
46-32 sp003243445,C00191_Glucuronate,-0.12391084851385548,0.02095584555793778,0.03262390682262056,Other,C00191
Ruminiclostridium_E sp003512525,C00300_Creatine,-0.12390581848127197,0.02096109002403594,0.03262914157270023,Other,C00300
Clostridium sp900116755,C06524_Nornicotine,-0.12389857221383029,0.02096864720642113,0.03262918733305776,Other,C06524
Prevotella sp900556795,C05127_1-Methylhistamine,0.12389861032873077,0.020968607449944384,0.03262918733305776,Other,C05127
Caecibacter sp003467125,C00493_Shikimate,-0.12390113040380656,0.020965978982494915,0.03262918733305776,Other,C00493
Aphodousia sp905212345,C00242_Guanine,0.12390203013808311,0.02096504061849326,0.03262918733305776,Other,C00242
Lachnospira rogosae_A,C00417_cis-Aconitate,-0.12389657447688848,0.020970731075737964,0.03262950151585253,Other,C00417
Streptococcus sp003686955,C00489_Glutarate,0.12389116198010339,0.02097637783507728,0.03263535883924711,Other,C00489
NM07-P-09 sp004793665,C05607_3-Phenyllactate,-0.1238886584063583,0.020978990214178025,0.032636494601473186,Other,C05607
UBA1685 sp017435905,C00423_trans-Cinnamate,-0.12388332474477425,0.020984556618052926,0.03263668676203023,Other,C00423
Ventricola intestinavium,C00791_Creatinine,0.12388570502941297,0.020982072307830568,0.03263668676203023,Other,C00791
Collinsella phocaeensis,C02155_Gly-Leu,-0.12388312905308792,0.020984760873405988,0.03263668676203023,Other,C02155
Tannerella forsythia_A,C00803_Valerate,-0.1238811274923382,0.020986850123534562,0.0326370084708801,Other,C00803
Oribacterium sp900318695,C00122_Fumarate,-0.12386231642479756,0.021006494133016175,0.032664627379213856,Other,C00122
Pseudobutyrivibrio ruminis_D,C02714_N-Acetylputrescine,0.12385267611733937,0.021016567488071847,0.032677360515486475,Other,C02714
Collinsella stercoripullorum,C01015_Hydroxyproline,0.12384999967704509,0.021019364898596127,0.03267877946663017,Other,C01015
Acidaminococcus provencensis,C00407_Ile,0.12384635754285574,0.021023172169513892,0.03267883800206489,Amino Acid,C00407
Prevotella sp002251295,C01551_Allantoin,-0.12384702580319133,0.021022473565008467,0.03267883800206489,Other,C01551
