species_a,species_b,rho,pval,qval
Ruminiclostridium_E sp910579265,Aphodovivens excrementavium,0.2131930111970884,6.250937261470105e-05,7.485316848694533e-05
SIG291 sp015057605,UBA5884 sp002431975,0.213187554246398,6.253710270944575e-05,7.487468626255008e-05
CAG-103 sp000432375,Faecivivens stercoravium,-0.21318353333536294,6.255754282972566e-05,7.487928139201394e-05
Prevotella sp900555035,Faecalibacterium prausnitzii,0.2131829589195008,6.256046336089394e-05,7.487928139201394e-05
Collinsella stercoripullorum,CAG-873 sp910578035,0.21317003456260242,6.262620929759325e-05,7.494627948858624e-05
Butyricicoccus avistercoris,Romboutsia_D lituseburensis,0.21313786727432207,6.279012648945247e-05,7.513072224311183e-05
Roseburia intestinalis,Anaerostipes caccae,-0.2131102953129389,6.293094870617843e-05,7.528747777995864e-05
Sutterella wadsworthensis,Duodenibacillus intestinigallinarum,-0.21309679654017838,6.300000140842486e-05,7.535833631748435e-05
Heteroscilispira lomanii,UMGS902 sp003343845,0.21308502101500432,6.306029718660487e-05,7.54186996754671e-05
Evtepia excrementipullorum,Eubacterium_G ventriosum,0.21306577808362231,6.31589463882388e-05,7.552490689698827e-05
Succinivibrio sp002449335,Eubacterium_R sp002361935,0.21306175717258727,6.31795780173439e-05,7.553780283214541e-05
Faecivivens stercoripullorum,Desulfovibrio intestinigallinarum,0.2130330363794798,6.332713162778064e-05,7.570241962236329e-05
Fusobacterium_B sp900542625,Niameybacter massiliensis,0.21302901546844474,6.334781503225148e-05,7.571534576385184e-05
Carnobacterium maltaromaticum,Fimimonas sp003537755,0.21302556897327185,6.336554873198121e-05,7.572474284515157e-05
UBA1685 sp017435905,Acutalibacter sp910580045,0.21300201792292373,6.348685429488086e-05,7.585789085607961e-05
Prevotella sp900548535,Holdemanella biformis,0.21297358433774732,6.363360020169412e-05,7.602139030481165e-05
Pyramidobacter sp002007215,46-32 sp003243445,0.21295979835705575,6.370486474770668e-05,7.609467727805324e-05
Fusobacterium_A mortiferum,CAG-488 sp000434915,0.21293107756394827,6.385357420495297e-05,7.626043402244967e-05
Escherichia fergusonii,Fusobacterium_A ulcerans_A,0.21290982417704876,6.3963829760614e-05,7.638022074932597e-05
ER4 sp900552015,UBA1685 sp900546845,-0.21290494164222049,6.398918407026316e-05,7.639205739530945e-05
Parolsenella sp900552935,Eubacterium_F sp003491505,-0.21290408001842726,6.399365934327447e-05,7.639205739530945e-05
Prevotella sp900557255,Enterosoma sp900763245,-0.21289862306773685,6.402200958958514e-05,7.64140089562327e-05
RUG11247 sp902767315,Anaerovibrio sp900768695,0.2128819650077345,6.410862567969576e-05,7.650548655708558e-05
Leptotrichia_A sp001274535,Fimimonas sp003537755,0.21287047669049153,6.416842524535155e-05,7.656493856853192e-05
Gemmiger formicilis,Holdemanella sp003458715,0.21286415811600787,6.420133740941081e-05,7.659229537598605e-05
Egerieicola pullicola,UBA1685 sp900546845,0.21284060706565974,6.432415022642375e-05,7.672687861715078e-05
Butyricicoccus avistercoris,CAG-266 sp905207485,0.21282366179772635,6.441265246774373e-05,7.68205001679201e-05
UBA11475 sp003538975,CAG-488 sp016292785,0.21281332231220765,6.446671019290393e-05,7.687301941392291e-05
Veillonella atypica,Neisseria flavescens_C,-0.2128026956187579,6.452231407097088e-05,7.691541122586132e-05
Fimenecus sp000432435,Lachnospira sp003451515,0.2128026956187579,6.452231407097088e-05,7.691541122586132e-05
CAG-1427 sp900539675,S5-A14a sp000758905,0.21279896191565392,6.454186129585863e-05,7.692675854576314e-05
Alistipes putredinis,QAMH01 sp900544245,-0.21279379217289457,6.45689358973191e-05,7.694707274636241e-05
Prevotella pectinovora,CAG-103 sp000432375,0.21277225157806398,6.468186198453822e-05,7.706967432174474e-05
UBA10281 sp900554485,Aphodovivens excrementavium,0.2127561679339238,6.47663014656117e-05,7.715830075208996e-05
CAG-266 sp000436095,Cryptobacterium curtum,0.21274209474530115,6.484027121341241e-05,7.723442864566562e-05
Succinivibrio sp002449335,Acetatifactor sp003447295,-0.21271653323943548,6.49748280897815e-05,7.738268999793726e-05
Cellulosilyticum lentocellum,Clostridium butyricum,0.21270992745702078,6.500964397749951e-05,7.741213581983838e-05
Faecalibacterium sp900539945,Faecivicinus avistercoris,-0.21269212056529413,6.510358308839868e-05,7.75119642823384e-05
CAG-488 sp000434055,Aminipila sp004103735,0.21267029276253246,6.521890875892176e-05,7.763722052912613e-05
Succinivibrio sp900315395,CAG-269 sp000437215,0.21266569743563526,6.524321236474946e-05,7.765410117144966e-05
ER4 sp900552015,UBA5884 sp002431975,-0.21261342559217966,6.552026721148625e-05,7.797176074764366e-05
Scatomorpha intestinavium,Eubacterium_F sp003491505,-0.21254191081734208,6.590111107152126e-05,7.84085674577874e-05
Acetatifactor intestinalis,Egerieicola pullicola,-0.21253903873803132,6.591644948733864e-05,7.84085674577874e-05
UBA1829 sp900548385,Paramuribaculum sp910588065,0.21253875153010024,6.591798351391877e-05,7.84085674577874e-05
Prevotella sp900767615,Holdemanella sp900556915,0.2125232423018222,6.600087092104515e-05,7.849498927679649e-05
QALW01 sp900547955,Excrementavichristensenella intestinipullorum,0.2125189341828561,6.602391262352336e-05,7.851022069989887e-05
Prevotella copri,Fimenecus sp000432435,0.21251261560837245,6.60577208314994e-05,7.85382480623732e-05
Succinivibrio sp002449335,CAIFEB01 sp903789375,0.21250773307354417,6.608385652752103e-05,7.855714604410566e-05
Ruminococcus_E bromii,Christensenella intestinihominis,-0.21249193663733507,6.616847996063651e-05,7.864555466037228e-05
CAG-41 sp900066215,Ruminiclostridium_E sp910579265,-0.21246120538871008,6.633340362841249e-05,7.882815504534513e-05
Faecalibacterium prausnitzii_G,Fimivicinus sp900544715,-0.21245948214112365,6.634266314336438e-05,7.882815504534513e-05
Leptotrichia_A sp001274535,Enterococcus_C saigonensis,0.21245402519043322,6.63719929758645e-05,7.885079109770119e-05
Prevotella sp900313215,Gemmiger sp900540595,0.21243593109077552,6.646933196678021e-05,7.895420339380164e-05
Lachnospira sp000437735,CAG-269 sp000437215,-0.21242731485284327,6.651573112752217e-05,7.899708522669493e-05
Lachnospira sp000436475,Anaerostipes hadrus,0.21240864633732343,6.661636735452806e-05,7.910435820070973e-05
Eubacterium_R sp002493595,CAG-475 sp900763875,0.21238566970283745,6.674042426692703e-05,7.92394048214823e-05
Prevotella sp900546535,Acetatifactor sp003447295,0.21237906392042272,6.677613089533015e-05,7.926952957259016e-05
Prevotella sp900557255,Lachnospira sp003537285,0.21235838494938536,6.688802456553498e-05,7.939007217116181e-05
PeH17 sp900542285,HGM12669 sp900761935,0.21234833267179773,6.694248110830753e-05,7.944241531278265e-05
Faecivivens stercoravium,Alectryocaccomicrobium excrementavium,0.2123451733845559,6.695960464708298e-05,7.945044504992631e-05
Prevotella sp900552515,Caccenecus sp017888105,0.21233512110696828,6.701411609347639e-05,7.949182829852928e-05
Acetatifactor intestinalis,Pauljensenia turicensis,0.2123328234435197,6.702658172190718e-05,7.949182829852928e-05
Bulleidia intestinalis,Marinifilum sp013141825,0.2123316746117954,6.703281535535022e-05,7.949182829852928e-05
Desulfovibrio intestinigallinarum,QAMH01 sp900544245,0.21233110019593326,6.703593237689818e-05,7.949182829852928e-05
Ruminococcus_C sp000980705,PeH17 sp900542285,-0.21231415492799985,6.712794597063873e-05,7.958863578682686e-05
Phascolarctobacterium_A succinatutens_A,Prevotella sp002439605,0.21228687017454775,6.727635354575474e-05,7.975226519077184e-05
Megamonas funiformis,Meiothermus_B silvanus,0.21228399809523701,6.729199336512069e-05,7.975847977500631e-05
Dialister sp000434475,Dialister sp900543455,0.21227452023351154,6.734362907614534e-05,7.980735032336025e-05
Prevotella sp900546535,Faecalibacterium prausnitzii_C,0.21227136094626972,6.736084927366719e-05,7.981542705874281e-05
Collinsella stercoripullorum,CAG-1427 sp900554685,0.21226475516385498,6.739686854771424e-05,7.98457727613152e-05
Paenibacillus_C intestinavium,CAG-475 sp900763875,0.21224867151971483,6.748464354066628e-05,7.993741516375093e-05
Clostridium_A leptum,UBA737 sp902762875,-0.21221162169660618,6.768724947553825e-05,8.016502867482692e-05
Faecousia sp000434635,CAG-1427 sp900554685,-0.212184049735223,6.783839775465469e-05,8.03316377239821e-05
Mailhella sp905192935,Tractidigestivibacter sp004557505,0.2121616475165992,6.796143980853917e-05,8.046491816195461e-05
Aphodovivens excrementavium,Anaerovibrio sp900768695,0.2121467127041833,6.804358461394268e-05,8.054479849342925e-05
Ruminococcus_E bromii_B,UBA1206 sp000433115,-0.212145563872459,6.804990731793964e-05,8.054479849342925e-05
Fusobacterium_A mortiferum,Faecalibacterium sp900539945,-0.21213206509969848,6.812424056149173e-05,8.062034084344387e-05
Lactococcus_A plantarum,46-32 sp003243445,0.21213005464418097,6.813531801263598e-05,8.06210125674735e-05
Ruminococcus_E bromii,CAG-266 sp905207485,-0.21212574652521485,6.815906112235828e-05,8.063666839444947e-05
Lachnospira rogosae_A,Prevotella sp900767615,0.21212143840624872,6.818281202642308e-05,8.065232861290539e-05
Megamonas sp900556715,Prevotella sp003447235,0.21210679080176392,6.826362343404665e-05,8.073546952861113e-05
Clostridium_A leptum,Eubacterium_F sp003491505,0.21210018501934919,6.83000973083808e-05,8.076615484084925e-05
Butyricicoccus avistercoris,UMGS75 sp900538885,0.2120751979293457,6.843822983577812e-05,8.091702544239426e-05
Clostridium saudiense,Turicibacter sanguinis,0.21207146422624173,6.845889291498226e-05,8.092898251669425e-05
Spyradocola merdavium,CAG-83 sp002438575,0.21206083753279198,6.851773538975488e-05,8.098606289288284e-05
ER4 sp900552015,UBA737 sp902762875,-0.21204733876003146,6.859254993906416e-05,8.106200132222479e-05
Succinivibrio sp002449335,Oribacterium sp900318695,0.21203642485865062,6.865309455307333e-05,8.112105488549377e-05
Thermophilibacter provencensis,UMGS693 sp900544555,0.212034127195202,6.866584720089161e-05,8.112362758016935e-05
UBA11540 sp003445125,Faecousia sp017548065,0.2120217772541658,6.873443092436705e-05,8.118341827539628e-05
RGIG8773 sp018110825,Avispirillum faecium,0.21202120283830367,6.873762243497573e-05,8.118341827539628e-05
Spyradomonas sp900547585,Prevotella multisaccharivorax,0.21199133321347188,6.890377348683475e-05,8.136712537215353e-05
Lachnospira eligens_A,Acutalibacter sp910580045,-0.21198472743105717,6.894056948199491e-05,8.1393076646014e-05
Prevotella sp002265625,CAG-1427 sp900539675,0.21198357859933287,6.894697067472285e-05,8.1393076646014e-05
Ruminococcus_E sp905215855,UBA1206 sp000433115,-0.21197898327243567,6.897258104496464e-05,8.140770402330884e-05
Prevotella sp900556395,Holdemanella sp900556915,0.2119775472327803,6.898058612325738e-05,8.140770402330884e-05
Acidaminococcus sp905213155,Duncaniella sp910578445,0.21197467515346957,6.89965989055278e-05,8.141407632738098e-05
Fusobacterium_B sp900541465,Aphodovivens excrementavium,0.21196605891553733,6.904465826424029e-05,8.145825492848158e-05
QALW01 sp900547955,UBA1685 sp900546845,0.21195485780622542,6.910718257505252e-05,8.151948293606457e-05
HGM11417 sp900761895,UMGS929 sp900546875,0.21194853923174176,6.914247622456477e-05,8.154857551024544e-05
Anaerostipes hadrus,Ligilactobacillus ruminis,-0.2119448055286378,6.9163339543143e-05,8.156064221913143e-05
UBA11540 sp003445125,UMGS2070 sp905203455,0.21194193344932705,6.917939228493674e-05,8.156703323359203e-05
Gemmiger sp900540595,UMGS929 sp900546875,-0.21192699863691117,6.926292313400591e-05,8.165297116350996e-05
Gallispira edinburgensis,Alangreenwoodia gallinarii,0.21191235103242634,6.934493989872254e-05,8.173709802752007e-05
Mailhella sp905192935,Bulleidia intestinalis,0.21189569297242403,6.943832504492898e-05,8.181325596703356e-05
Fimenecus sp000432435,Prevotella sp900551275,0.21189511855656187,6.94415473342922e-05,8.181325596703356e-05
CAG-41 sp900066215,Galloscillospira_B excrementipullorum,-0.21189511855656187,6.94415473342922e-05,8.181325596703356e-05
Prevotella copri_A,Senegalimassilia anaerobia,0.21188707673449178,6.948667417756194e-05,8.185385098526991e-05
Centipeda sp001717585,Tractidigestivibacter sp004557505,0.2118563454858668,6.965937779539042e-05,8.204469323943496e-05
Bilophila wadsworthia,Enterocloster sp001517625,0.21184973970345206,6.969655376169524e-05,8.207587717315998e-05
Lachnospira sp003451515,Succinivibrio sp002449335,-0.21184169788138196,6.974183668399362e-05,8.211659696130699e-05
Scatavimonas merdipullorum,UBA737 sp902762875,0.21182503982137965,6.98357251962878e-05,8.221452547279369e-05
CAG-488 sp000434055,Desulfovibrio desulfuricans_A,0.21182302936586211,6.984706461660925e-05,8.221525743041424e-05
Barnesiella intestinihominis,ER4 sp900552015,0.21179890389965184,6.998327300618345e-05,8.236294679816405e-05
Gemmiger qucibialis,CAG-266 sp905207485,-0.21177420401757943,7.012298362760079e-05,8.251471198148882e-05
CAG-170 sp000432135,Ruminiclostridium_E sp910579265,-0.21176644940344042,7.016690042328493e-05,8.255372594279427e-05
Phascolarctobacterium_A sp900770955,Paratractidigestivibacter faecalis,0.21173255886757358,7.035913728440128e-05,8.276720473986231e-05
Centipeda sp001717585,Lactobacillus helveticus,0.21172480425343457,7.040319337084601e-05,8.280633185338236e-05
Gallispira edinburgensis,Desulfovibrio sp905214305,0.2117130287282605,7.047014304232406e-05,8.287236965777524e-05
Holdemanella sp003458715,Gemmiger qucibialis,0.21167827656860047,7.066807601860422e-05,8.309239900961265e-05
Prevotella sp900548535,Mitsuokella multacida,0.21166018246894278,7.077133920730293e-05,8.320106407037866e-05
Prevotella sp900767615,Acidaminococcus intestini,0.21165501272618342,7.080086906910361e-05,8.322302583957919e-05
Ruminococcus_D bicirculans,Tidjanibacter inops_A,0.21165127902307945,7.082220340854285e-05,8.32353489117408e-05
CAG-485 sp910578075,CAG-488 sp003486665,0.21164180116135398,7.087638700519326e-05,8.328626910490771e-05
UMGS902 sp900761025,UMGS2070 sp905203455,0.21163174888376637,7.093389711976845e-05,8.334108206551445e-05
Holdemanella sp003458715,Prevotella sp002251385,0.21159986880341708,7.111657719985896e-05,8.354291940277458e-05
Gemmiger qucibialis,Spyradomonas sp900547585,-0.21159728393203742,7.113140850208388e-05,8.354754779045864e-05
CAG-488 sp016292785,Lactococcus lactis,0.21158349795134582,7.121055799302223e-05,8.361373271451332e-05
Prevotella pectinovora,CAG-127 sp900319515,0.21158177470375938,7.122045750966367e-05,8.361373271451332e-05
CAG-488 sp016292785,Paramuribaculum sp910588065,0.21158177470375938,7.122045750966367e-05,8.361373271451332e-05
Spyradomonas sp900547585,Acutalibacter sp910580045,0.2115783282085865,7.124026043153533e-05,8.362418328543345e-05
Ruminococcus_E sp905215855,RUG11247 sp902767315,-0.21157057359444748,7.128483596839911e-05,8.366370512753817e-05
Sediminibacterium sp902168225,Prevotella multisaccharivorax,0.21156540385168812,7.131456758526884e-05,8.368579592268583e-05
Alloprevotella timonensis,Carnobacterium maltaromaticum,0.21154415046478858,7.143692031202518e-05,8.381421387222273e-05
UMGS929 sp900546875,Aminipila sp004103735,0.21154127838547784,7.145346961972235e-05,8.381421387222273e-05
Prevotella sp900557035,JAHALF01 sp018371275,0.2115407039696157,7.1456779914527e-05,8.381421387222273e-05
Lactobacillus porci,Eubacterium_R sp002361935,0.21153294935547667,7.150148303338474e-05,8.385382607385634e-05
Ruminiclostridium_E sp003512525,UBA3818 sp904397845,0.21152059941444046,7.15727312688624e-05,8.392455236371804e-05
Slackia_A equolifaciens,Aveggerthella stercoripullorum,0.21148039030409002,7.180516578554051e-05,8.418423150556033e-05
Succinivibrio sp002449335,Lachnospira sp000436535,-0.21147780543271033,7.182013229744343e-05,8.418891119402331e-05
S5-A14a sp000758905,CAG-488 sp003486665,0.21147321010581316,7.1846746684044e-05,8.420724122433943e-05
S5-A14a sp000758905,Tractidigestivibacter sp004557505,0.2114680403630538,7.187669897132676e-05,8.422947720883709e-05
Escherichia coli,UBA1206 sp000433115,0.2114510950951204,7.197495837996369e-05,8.433174060374238e-05
Caecibacter sp003467125,Avispirillum faecium,0.21144391489684353,7.201663186928745e-05,8.436768220362004e-05
UBA737 sp902762875,Lactobacillus helveticus,0.2114375963223599,7.205332333608035e-05,8.439777726539507e-05
CAG-488 sp000434915,Alangreenwoodia gallinarii,0.21141806618304682,7.21668446612069e-05,8.451784204520889e-05
Succinivibrio sp900315395,Avispirillum faecium,0.21139078142959472,7.232572269105869e-05,8.469098134072831e-05
Phascolarctobacterium faecium,Prevotella sp000434975,-0.21138101635993817,7.238266429984014e-05,8.474472189317364e-05
Prevotella sp900546535,Ruminococcus_C callidus,0.21136751758717767,7.246144722047804e-05,8.482401367744347e-05
Butyricicoccus avistercoris,Cellulosilyticum ruminicola,0.2113126608723424,7.278243924662759e-05,8.518677013440345e-05
Aveggerthella stercoripullorum,Streptococcus gallolyticus,0.21130548067406552,7.28245528778617e-05,8.522305799024823e-05
Scatomorpha intestinavium,CAG-269 sp001916035,-0.211295715604409,7.288186424340985e-05,8.527711723782748e-05
Acidaminococcus provencensis,Faecalibacterium prausnitzii_D,-0.21128279124751062,7.295778283161606e-05,8.535292848884045e-05
UBA5884 sp002431975,Fimisoma sp900754795,0.21127331338578517,7.301350378676614e-05,8.540509111745702e-05
Faecousia sp003525905,CAG-1427 sp900554685,-0.21126354831612862,7.307095516920578e-05,8.5450187707516e-05
CAG-103 sp900543625,UBA1685 sp017435905,-0.21126297390026647,7.307433598765545e-05,8.5450187707516e-05
Olsenella_I phocaeensis,CAG-1427 sp900554685,0.2112557937019896,7.311660864869799e-05,8.548658816402413e-05
UBA3839 sp002350855,Muribaculum sp910589555,0.21125148558302348,7.314198329773e-05,8.550322369352132e-05
Prevotella copri,Acidaminococcus intestini,0.21124717746405736,7.316736623915109e-05,8.551986384588269e-05
Negativibacillus massiliensis,Anaerovibrio sp900768695,-0.21123482752302114,7.324017665219581e-05,8.559192490843908e-05
CAG-302 sp001916775,Anaerostipes hadrus,-0.21122879615646858,7.327576001809337e-05,8.562046536158328e-05
Lachnospira rogosae_A,Carnobacterium maltaromaticum,0.21119059750163566,7.350149966038776e-05,8.587115502510425e-05
Prevotella sp015074785,Holdemanella sp900556915,0.21118600217473846,7.352870039483476e-05,8.587677538501484e-05
DULI01 sp012840445,PeH17 sp900542285,0.21118600217473846,7.352870039483476e-05,8.587677538501484e-05
Ruminococcus_D bicirculans,Spyradomonas sp900547585,-0.21117594989715083,7.358823505136939e-05,8.593322439930805e-05
Prevotella sp900767615,Prevotella sp900543975,0.21117250340197793,7.360865738072714e-05,8.594366579864869e-05
ER4 sp000765235,Avichristensenella intestinipullorum,-0.21116991853059827,7.362397762996774e-05,8.594366579864869e-05
CAG-1427 sp900542265,Scatavimonas merdipullorum,0.21116876969887396,7.363078759336712e-05,8.594366579864869e-05
Egerieicola pullicola,Alangreenwoodia gallinarii,0.21115670696576883,7.370232802892354e-05,8.601408159286057e-05
Prevotella sp002451555,Bacteroides stercoris,-0.21112224201403987,7.39070901016845e-05,8.623992822787068e-05
Fusobacterium_A mortiferum,Butyrivibrio_A sp900771195,0.21111936993472913,7.392417776528874e-05,8.624160696691942e-05
Prevotella sp002265625,Mitsuokella multacida,0.21111822110300482,7.393101387230637e-05,8.624160696691942e-05
CAG-103 sp900543625,Avimicrobium caecorum,0.21110529674610645,7.40079611046466e-05,8.63130990228781e-05
Faecalibacillus intestinalis,Morganella psychrotolerans_B,0.21110414791438217,7.401480450690811e-05,8.63130990228781e-05
Streptobacillus hongkongensis,Cupidesulfovibrio vulgaris_A,0.2110754271212747,7.418608334049264e-05,8.649853633304743e-05
Acutalibacter sp910580045,UMGS902 sp900761025,0.21107370387368826,7.419637192953358e-05,8.649853633304743e-05
Ruminococcus_C callidus,CAG-103 sp900317855,0.2110662364674803,7.424097134291744e-05,8.653737899582431e-05
Bulleidia intestinalis,Fimivicinus sp900544715,0.21105762022954808,7.429246357133919e-05,8.658424309567653e-05
Alectryocaccomicrobium excrementavium,Fimisoma sp900754795,0.21104641912023617,7.435945374348892e-05,8.664915231145428e-05
CAG-217 sp000436335,Fimivicinus sp900544715,-0.21103780288230392,7.441102334425507e-05,8.669292587970307e-05
Acetatifactor intestinalis,Alistipes_A ihumii,0.21103636684264854,7.441962155101612e-05,8.669292587970307e-05
Eubacterium_G ventriosum,CAG-488 sp000434915,-0.21103263313954457,7.444198126688577e-05,8.670580599730956e-05
Veillonella atypica,Aveggerthella stercoripullorum,0.21102258086195697,7.450221194705524e-05,8.675562944024864e-05
Agathobacter rectalis,Fimivicinus sp900544715,-0.21102171923816374,7.450737671129684e-05,8.675562944024864e-05
Tractidigestivibacter sp004557505,Aphodovivens excrementavium,0.21101855995092192,7.452631706460074e-05,8.676451331044958e-05
Phascolarctobacterium_A sp900770955,Prevotella sp002440225,0.2110128157923004,7.456076568587162e-05,8.679144667318987e-05
Acutalibacter sp910580045,Aphodovivens excrementavium,0.21101051812885183,7.457454933196835e-05,8.679432072910472e-05
Acidaminococcus provencensis,UBA4334 sp002393555,0.21100190189091958,7.462625937592982e-05,8.684132822705669e-05
Cellulosilyticum lentocellum,Aphodousia sp900553105,0.21099472169264272,7.46693768667491e-05,8.686916258088647e-05
Sodaliphilus sp018065665,Eubacterium_R sp002361935,0.21099414727678056,7.467282727915075e-05,8.686916258088647e-05
Holdemania sp904395815,Thermophilibacter provencensis,0.21098524383091724,7.472632787220179e-05,8.691822003148748e-05
UBA4248 sp004554395,Anaerostipes caccae,0.21094187543332496,7.498744399011581e-05,8.720871480415076e-05
Prevotella sp900557035,Brachyspira aalborgi,0.21092895107642662,7.506542605575924e-05,8.728617299889784e-05
CAG-1427 sp900539675,Aveggerthella stercoripullorum,0.21091947321470114,7.512266142493265e-05,8.733948708558023e-05
HGM12669 sp900761935,Flemingibacterium merdigallinarum,0.2109131546402175,7.516084116215494e-05,8.737063381647076e-05
Parolsenella sp900552935,CAG-1427 sp900554685,0.21087495598538455,7.539204438642266e-05,8.761891179745045e-05
Acutalibacter sp910580045,UBA1829 sp900549045,0.21087409436159135,7.53972672109204e-05,8.761891179745045e-05
Alistipes avistercoris,UBA7173 sp900545955,-0.21086662695538338,7.544254596160024e-05,8.765825054096266e-05
Ruminococcus_E bromii,Peptococcus niger,-0.2108631804602105,7.546345248007737e-05,8.766926305840883e-05
Fretibacterium fastidiosum,UBA4248 sp004554395,0.21084767123193246,7.55575993331379e-05,8.776534592436414e-05
Escherichia sp004211955,Paenibacillus tengchongensis,-0.21083647012262055,7.562566304473639e-05,8.782186623767612e-05
Cellulosilyticum pullistercoris,Muribaculum sp910589555,0.2108358957067584,7.562915504707189e-05,8.782186623767612e-05
Ruminococcus_D bicirculans,Ruminiclostridium_E sp910579265,-0.21080688770571987,7.580569870512294e-05,8.801354847389105e-05
UBA3855 sp017460955,DULI01 sp012840445,0.21079310172502827,7.588973658772725e-05,8.809778592077114e-05
Ventricola sp900542395,Eubacterium_G ventriosum,0.2107882191902,7.591952103199807e-05,8.811902645429825e-05
Erysipelatoclostridium ramosum,CAG-103 sp900317855,-0.2107839110712339,7.594581056305638e-05,8.813620466402504e-05
Prevotella sp900557255,Prevotella sp900543975,0.21076409372398974,7.606685283525604e-05,8.824751970795207e-05
Tractidigestivibacter sp004557505,Avispirillum faecium,0.2107632321001965,7.607211966053765e-05,8.824751970795207e-05
CAG-1427 sp900542265,Cellulosilyticum pullistercoris,0.21076064722881682,7.60879221964062e-05,8.824751970795207e-05
Gallispira edinburgensis,Eubacterium_R sp910577195,0.210757487941575,7.610724060390547e-05,8.824751970795207e-05
Faecalibacterium prausnitzii_D,UMGS929 sp900546875,-0.21075720073364393,7.610899705172861e-05,8.824751970795207e-05
Prevotella sp900557255,UBA3839 sp002393575,-0.21075691352571285,7.61107535377149e-05,8.824751970795207e-05
Ruminiclostridium_E sp910579265,Alectryocaccomicrobium excrementavium,0.21074887170364276,7.615995064274017e-05,8.829121677202053e-05
Negativibacillus massiliensis,CAG-488 sp000434055,-0.21073652176260657,7.623556163603159e-05,8.836551727258966e-05
Eubacterium_G ventriosum,CAG-103 sp900757655,0.2107270439008811,7.629363660064866e-05,8.841947218062787e-05
Gemmiger qucibialis,Faecivivens stercoripullorum,-0.21071727883122457,7.635351497336371e-05,8.846622008189209e-05
Pseudoscardovia suis,Fimimonas sp003537755,0.21071670441536242,7.635703860803122e-05,8.846622008189209e-05
SIG291 sp015057605,Protoclostridium sp900761765,0.21070033356329115,7.645752657478465e-05,8.856926704246044e-05
Scatavimonas merdipullorum,UMGS902 sp003343845,0.21063312690741967,7.687136224154183e-05,8.903521361239127e-05
Lachnospira eligens_A,Cetobacterium_A sp000799075,0.21061302235224444,7.699556840477861e-05,8.916037643280385e-05
Ruminococcus_E bromii_B,Scatavimonas merdipullorum,-0.21061187352052013,7.700267160309289e-05,8.916037643280385e-05
QAMH01 sp900544245,Cupidesulfovibrio vulgaris_A,0.2105963642922421,7.70986251792061e-05,8.925800690457139e-05
Thermophilibacter provencensis,Anaeroglobus vaginalis,0.21058085506396407,7.719469130711692e-05,8.935573819479311e-05
Tidjanibacter inops_A,Prevotella sp900553155,-0.21057654694499794,7.722139633368181e-05,8.937316404279921e-05
Copromorpha sp905193765,UBA11540 sp003445125,0.21056879233085893,7.72694872988922e-05,8.941533218732872e-05
Holdemania sp904395815,Niameybacter massiliensis,0.21056304817223745,7.730512841153429e-05,8.942229504356076e-05
Aveggerthella excrementigallinarum,Eubacterium_R sp002361935,0.21056276096430637,7.730691087334512e-05,8.942229504356076e-05
Oribacterium sp900318695,QWKK01 sp009911695,0.21056218654844422,7.731047591303545e-05,8.942229504356076e-05
Ruminococcus_E bromii,Ruminiclostridium_E sp910579265,-0.21052657276499095,7.753181087637725e-05,8.966160374293204e-05
Faecousia sp003525905,Enterocloster sp001517625,-0.2105251367253356,7.754074817241705e-05,8.966160374293204e-05
UBA11475 sp003538975,Eubacterium_F sp003491505,-0.21051451003188582,7.760691431098893e-05,8.972458774372208e-05
Fusobacterium_B sp900541465,Prevotella multisaccharivorax,0.21049641593222812,7.771969788157529e-05,8.984144099601628e-05
Ruminococcus_E sp905215855,Fimenecus sp002437245,0.2104886613180891,7.776808091370876e-05,8.988382532605996e-05
UBA11524 sp000437595,CAG-83 sp002438575,0.21048435319912298,7.779497262589361e-05,8.990136110473485e-05
UBA737 sp902762875,Alistipes shahii,-0.2104648230598099,7.791699154591852e-05,9.002880586665777e-05
Aveggerthella excrementigallinarum,Actinomyces gerencseriae,0.21046166377256809,7.793674682092912e-05,9.003807000954025e-05
Holdemania sp904395815,Cellulosilyticum ruminicola,0.2104570684456709,7.796549018325503e-05,9.005771347624595e-05
Prevotella sp000434975,ER4 sp900552015,0.21045132428704938,7.800143341869579e-05,9.008566632863828e-05
Faecalibacterium prausnitzii_C,Acidaminococcus provencensis,-0.21044845220773864,7.801941088511621e-05,9.009286480501679e-05
Ruminococcus_E bromii_B,Sutterella sp900757865,0.21042432674152836,7.817057565906774e-05,9.024441246142077e-05
Prevotella sp900546535,CAG-103 sp900543625,0.21042375232566624,7.817417817835238e-05,9.024441246142077e-05
Bifidobacterium adolescentis,Lachnospira sp000436475,0.2104197314146312,7.819940018949904e-05,9.02599456595918e-05
Prevotella sp900554835,Mitsuokella multacida,0.2104137000480786,7.823724756905382e-05,9.029004454674467e-05
Escherichia sp002965065,Collinsella sp900548365,0.21039302107704122,7.836714095589691e-05,9.042634450551823e-05
Prevotella sp000434975,Paramuribaculum sp910588065,0.21038497925497113,7.841770985039364e-05,9.04710862178327e-05
UMGS2070 sp905203455,Ventricola intestinavium,0.21038038392807396,7.844662015048504e-05,9.048973193592968e-05
CAG-127 sp900319515,UBA1206 sp000433115,-0.2103786606804875,7.845746409931799e-05,9.048973193592968e-05
Prevotella sp002300055,CAG-177 sp003514385,0.21037262931393494,7.849542903277633e-05,9.051990921684113e-05
